time_stamp,data
2026-03-31 16:32:53.566829,"[[15 16 22 18 21 21 20 17]
 [17 18 18 19 20 23 19 23]
 [12 18 18 19 21 24 22 19]
 [13 16 20 21 21 19 18 21]
 [13 17 18 23 23 20 22 19]
 [17 18 20 22 23 20 21 19]
 [16 17 19 22 21 22 23 22]
 [16 21 23 22 21 23 21 23]]"
2026-03-31 16:32:54.622819,"[[14 16 20 16 22 23 19 18]
 [17 19 18 18 20 24 20 20]
 [12 20 16 19 21 22 22 20]
 [16 16 19 20 20 21 19 23]
 [13 16 17 23 23 21 22 19]
 [16 16 19 22 24 22 22 21]
 [16 16 18 23 23 24 23 22]
 [18 20 24 24 20 22 23 23]]"
