time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned,filt_learned,vel_learned
0.3303,1,474.995,618.30,627.4,627.40,0.0,620.1,620.07,0.0
0.3976,1,474.164,617.46,625.4,625.40,-29.6,618.1,618.07,-29.6
0.4575,1,472.265,615.57,626.9,626.31,-3.5,619.6,619.12,6.6
0.5224,1,469.123,612.42,623.4,624.14,-18.4,616.1,616.57,-31.3
0.5906,1,465.212,608.51,617.4,619.19,-44.1,610.2,610.76,-77.2
0.6535,1,461.220,604.52,617.9,617.31,-37.8,610.7,609.94,-25.0
0.7184,1,457.109,600.41,611.9,613.04,-50.6,604.9,605.36,-62.7
0.7873,1,453.096,596.40,609.4,609.46,-51.3,602.4,602.25,-47.8
0.8485,1,450.044,593.34,602.9,604.24,-66.0,596.1,596.64,-83.0
0.9142,1,445.925,589.23,593.4,595.91,-94.3,586.9,587.51,-129.7
0.9795,1,441.947,585.25,596.4,593.61,-67.0,589.8,588.24,-12.5
1.0444,1,437.944,581.24,589.4,589.34,-66.5,583.0,583.65,-60.9
1.1109,1,433.849,577.15,587.9,586.69,-54.7,581.5,581.26,-39.9
1.1745,1,429.857,573.16,584.4,583.91,-50.0,578.1,578.21,-46.5
1.2395,1,425.673,568.97,579.4,579.91,-55.0,573.2,573.52,-67.8
1.3065,1,421.693,564.99,573.9,574.82,-64.4,567.9,568.02,-79.9
1.3695,1,417.760,561.06,569.9,570.25,-67.8,563.9,563.80,-69.3
1.4344,1,414.666,557.97,567.9,567.08,-59.5,562.0,561.60,-39.9
1.5029,1,409.612,552.91,566.4,565.09,-45.4,560.5,560.30,-22.1
1.5655,1,406.602,549.90,557.9,559.66,-63.1,552.2,553.23,-95.9
1.6304,1,402.462,545.76,555.4,555.46,-63.7,549.7,549.33,-66.0
1.6955,1,398.470,541.77,552.9,552.27,-57.2,547.3,546.95,-41.6
1.7604,1,394.424,537.72,546.4,547.25,-66.1,540.9,541.38,-78.3
1.8265,1,390.375,533.67,545.9,544.72,-53.6,540.4,539.80,-32.8
1.8915,1,386.300,529.60,542.9,542.25,-46.7,537.4,537.48,-35.2
1.9564,1,382.241,525.54,536.9,537.81,-56.4,531.5,532.07,-75.1
2.0231,1,378.237,521.54,529.9,531.49,-74.0,524.6,524.97,-101.4
2.0865,1,374.243,517.54,532.9,530.45,-48.7,527.6,526.22,-2.3
2.1515,1,371.168,514.47,522.9,524.76,-66.2,517.7,518.94,-93.4
2.2201,1,366.073,509.37,517.9,518.84,-75.5,512.8,512.75,-90.8
2.2825,1,363.135,506.44,514.9,514.58,-72.4,509.8,509.39,-60.8
2.3473,1,358.964,502.26,512.4,511.39,-62.4,507.3,507.06,-40.1
2.4125,1,354.884,498.18,505.4,506.17,-70.1,500.4,501.00,-84.1
