timestamp,zone_00,zone_01,zone_02,zone_03,zone_04,zone_05,zone_06,zone_07,zone_08,zone_09,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,zone_17,zone_18,zone_19,zone_20,zone_21,zone_22,zone_23,zone_24,zone_25,zone_26,zone_27,zone_28,zone_29,zone_30,zone_31,zone_32,zone_33,zone_34,zone_35,zone_36,zone_37,zone_38,zone_39,zone_40,zone_41,zone_42,zone_43,zone_44,zone_45,zone_46,zone_47,zone_48,zone_49,zone_50,zone_51,zone_52,zone_53,zone_54,zone_55,zone_56,zone_57,zone_58,zone_59,zone_60,zone_61,zone_62,zone_63
2026-05-29T14:45:31.869,38,39,43,44,49,44,48,48,46,51,58,56,56,59,56,57,0,54,56,57,57,57,59,57,0,56,53,58,58,61,58,60,0,56,52,56,61,58,59,59,917,58,57,57,58,64,58,59,945,56,57,59,60,59,60,60,0,54,52,58,59,59,59,56
2026-05-29T14:45:31.968,38,42,47,46,48,46,48,48,47,49,55,57,56,58,55,57,0,55,55,56,59,57,59,58,883,57,52,58,59,60,56,61,0,56,54,55,61,57,59,58,878,56,58,58,59,62,57,60,897,56,55,60,60,59,60,58,0,56,50,58,59,59,57,56
2026-05-29T14:45:32.065,36,40,45,45,47,45,47,47,44,50,59,58,55,59,57,56,0,57,54,57,57,56,58,59,872,57,55,57,57,59,57,60,969,55,52,58,61,57,58,59,902,56,58,62,58,59,59,59,893,55,55,59,62,60,58,60,0,54,50,59,58,60,57,59
2026-05-29T14:45:32.163,37,40,46,45,50,47,47,48,46,50,55,58,55,62,55,58,0,57,56,57,56,59,59,58,0,56,54,57,59,60,58,60,842,56,53,56,61,58,59,58,910,57,59,58,58,63,59,60,914,56,57,60,62,60,58,59,0,55,52,59,57,58,57,55
2026-05-29T14:45:32.269,36,38,46,45,50,44,48,45,44,51,54,57,57,60,56,57,0,55,55,57,56,57,59,58,0,56,54,56,58,59,57,59,0,56,54,57,60,58,58,59,922,54,58,58,56,63,59,60,912,56,58,59,63,60,58,57,0,53,52,58,60,59,59,58
2026-05-29T14:45:32.370,36,40,46,47,50,48,47,46,45,50,56,59,57,60,54,58,0,56,56,57,56,58,60,60,0,57,54,57,59,61,56,60,609,56,53,57,59,58,60,58,901,57,60,59,58,63,59,60,913,56,57,61,61,62,61,58,0,54,50,56,57,59,59,58
2026-05-29T14:45:32.459,36,40,45,45,47,47,46,46,45,49,53,57,56,60,55,58,0,57,56,57,58,57,57,59,0,57,54,57,59,60,55,60,0,55,52,57,63,57,58,57,912,56,58,60,60,63,57,59,910,55,56,61,61,60,59,58,0,54,49,57,58,58,60,57
2026-05-29T14:45:32.557,36,39,44,46,51,47,48,47,44,50,56,56,56,59,57,57,0,55,56,58,56,57,60,60,1081,56,54,59,59,59,58,60,0,55,53,55,61,58,60,60,877,57,60,59,58,63,59,59,898,55,57,59,60,60,59,57,0,54,50,57,61,56,60,58
2026-05-29T14:45:32.655,35,40,45,45,49,47,47,47,43,51,56,58,56,60,56,57,0,54,55,59,58,57,58,60,0,56,55,56,56,61,56,58,904,55,54,57,62,57,61,57,912,57,60,61,58,62,59,60,926,56,55,59,62,61,57,57,0,54,52,58,57,58,56,57
2026-05-29T14:45:32.775,37,39,47,46,51,46,47,46,45,48,56,55,58,59,58,57,0,55,57,59,56,56,58,60,1006,56,54,56,59,61,57,60,0,56,54,57,63,55,59,59,918,58,57,59,58,63,59,60,900,56,55,59,61,62,59,57,0,54,51,58,59,59,60,56
2026-05-29T14:45:32.855,38,41,45,46,48,46,48,47,45,50,56,57,56,59,57,58,0,54,57,58,55,57,59,59,1122,56,54,55,59,60,56,59,896,55,53,56,61,58,59,57,926,58,59,59,58,62,59,61,937,56,56,57,60,62,59,57,0,53,50,56,59,57,58,57
2026-05-29T14:45:32.950,34,40,45,45,49,45,47,47,46,51,54,57,56,63,56,57,0,55,56,59,56,57,59,59,0,56,55,58,57,62,55,61,0,57,50,56,58,57,59,59,896,54,58,60,58,63,59,59,898,55,55,60,60,60,59,61,0,55,49,60,59,57,56,57
2026-05-29T14:45:33.048,37,41,46,45,47,47,48,44,46,52,55,58,57,58,56,57,0,54,57,58,56,55,59,60,0,57,54,58,59,59,57,59,0,56,54,57,61,56,60,58,924,57,57,60,58,62,58,58,935,57,58,57,61,62,60,58,0,52,51,59,58,58,57,57
2026-05-29T14:45:33.148,35,40,45,47,47,46,47,46,45,50,54,58,56,58,56,57,0,54,56,57,58,55,60,59,0,56,54,57,59,62,56,60,891,56,51,57,60,56,58,59,915,56,59,58,58,65,56,60,927,56,57,59,61,60,59,59,0,55,50,59,58,59,56,57
2026-05-29T14:45:33.251,38,39,46,45,50,47,49,48,45,51,55,57,56,60,56,57,0,54,58,57,58,56,57,60,0,57,56,57,58,62,58,60,911,55,51,58,63,58,59,59,907,57,57,60,58,63,59,62,923,57,56,61,61,59,60,59,0,52,50,60,59,57,56,56
2026-05-29T14:45:33.344,37,39,45,47,46,48,49,45,46,51,56,57,57,59,55,58,0,55,57,57,57,55,57,59,688,56,55,58,58,60,57,58,863,55,54,57,62,58,59,60,928,57,57,59,59,64,59,59,953,56,55,59,59,61,61,59,0,53,48,56,59,60,59,55
2026-05-29T14:45:33.442,38,39,47,46,49,48,47,47,45,50,55,56,57,59,57,59,0,55,54,59,55,55,58,60,908,55,54,60,60,60,55,59,929,56,52,56,60,58,60,59,907,58,58,60,58,60,58,59,908,57,57,60,63,60,59,59,0,54,49,60,59,57,57,57
2026-05-29T14:45:33.549,37,39,45,47,48,47,47,47,47,49,54,58,58,59,57,57,0,56,57,58,57,55,58,58,0,57,56,58,59,61,57,59,0,57,53,56,59,59,58,60,905,56,59,61,60,63,60,58,903,54,57,59,62,60,59,57,0,53,50,59,58,57,58,58
2026-05-29T14:45:33.651,35,39,44,46,49,47,47,48,45,49,55,57,58,60,56,58,0,55,57,58,57,57,58,60,0,56,54,56,57,60,56,59,917,55,52,58,60,56,60,59,937,56,59,60,59,62,57,59,920,55,55,59,62,60,58,58,0,53,53,60,58,59,58,58
