schema_version,legacy_top_level_metric_mode,frame_index,reference_timestamp,elapsed_s,tcp_z_m,sensor_z_m,real_valid_zones,sim_valid_zones,real_mean_distance_mm,sim_mean_distance_mm,paired_valid_zones,mae_mm,bias_mm,no_return_iou,raw_real_valid_zones,raw_sim_valid_zones,raw_real_mean_distance_mm,raw_sim_mean_distance_mm,raw_paired_valid_zones,raw_mae_mm,raw_bias_mm,raw_no_return_iou,projected_real_valid_zones,projected_sim_valid_zones,projected_real_mean_distance_mm,projected_sim_mean_distance_mm,projected_paired_valid_zones,projected_mae_mm,projected_bias_mm,projected_no_return_iou
shape-replay-v2,raw,30,2026-06-28T15:41:47.232,2.9589996337890625,0.24704716447128905,0.1569902026686958,18,63,151.72222222222223,136.46031746031747,18,22.333333333333332,-20.555555555555557,0.021739130434782608,18,63,151.72222222222223,136.46031746031747,18,22.333333333333332,-20.555555555555557,0.021739130434782608,18,63,151.72222222222223,127.84126984126983,18,29.77777777777778,-29.666666666666668,0.021739130434782608
shape-replay-v2,raw,31,2026-06-28T15:41:47.331,3.0579986572265625,0.24704294778768626,0.156985985985093,18,63,150.38888888888889,136.984126984127,18,22.166666666666668,-19.833333333333332,0.021739130434782608,18,63,150.38888888888889,136.984126984127,18,22.166666666666668,-19.833333333333332,0.021739130434782608,18,63,150.38888888888889,128.4126984126984,18,29.38888888888889,-28.944444444444443,0.021739130434782608
shape-replay-v2,raw,32,2026-06-28T15:41:47.428,3.154998779296875,0.24705821764695818,0.15700125584436492,18,61,151.0,137.9016393442623,18,23.11111111111111,-20.555555555555557,0.06521739130434782,18,61,151.0,137.9016393442623,18,23.11111111111111,-20.555555555555557,0.06521739130434782,18,61,151.0,129.21311475409837,18,29.88888888888889,-29.444444444444443,0.06521739130434782
shape-replay-v2,raw,33,2026-06-28T15:41:47.522,3.2490005493164062,0.24704290622163302,0.15698594441903976,18,62,151.61111111111111,137.56451612903226,18,22.944444444444443,-21.72222222222222,0.043478260869565216,18,62,151.61111111111111,137.56451612903226,18,22.944444444444443,-21.72222222222222,0.043478260869565216,18,62,151.61111111111111,129.0483870967742,18,30.555555555555557,-30.555555555555557,0.043478260869565216
shape-replay-v2,raw,34,2026-06-28T15:41:47.612,3.3389968872070312,0.24703298346841468,0.15697602166582142,18,63,151.61111111111111,136.23809523809524,18,22.61111111111111,-21.833333333333332,0.021739130434782608,18,63,151.61111111111111,136.23809523809524,18,22.61111111111111,-21.833333333333332,0.021739130434782608,18,63,151.61111111111111,127.60317460317461,18,30.833333333333332,-30.833333333333332,0.021739130434782608
shape-replay-v2,raw,35,2026-06-28T15:41:47.756,3.4829940795898438,0.2470529557503664,0.15699599394777314,17,64,149.94117647058823,135.953125,17,22.0,-20.352941176470587,0.0,17,64,149.94117647058823,135.953125,17,22.0,-20.352941176470587,0.0,17,64,149.94117647058823,127.34375,17,30.0,-30.0,0.0
shape-replay-v2,raw,36,2026-06-28T15:41:47.797,3.5239944458007812,0.247067134721344,0.15701017291875075,18,64,152.66666666666666,136.5625,18,23.944444444444443,-22.61111111111111,0.0,18,64,152.66666666666666,136.5625,18,23.944444444444443,-22.61111111111111,0.0,18,64,152.66666666666666,127.828125,18,31.77777777777778,-31.77777777777778,0.0
shape-replay-v2,raw,37,2026-06-28T15:41:47.895,3.6219940185546875,0.24709228134349542,0.15703531954090216,18,64,152.11111111111111,135.359375,18,23.72222222222222,-22.61111111111111,0.0,18,64,152.11111111111111,135.359375,18,23.72222222222222,-22.61111111111111,0.0,18,64,152.11111111111111,126.828125,18,31.666666666666668,-31.666666666666668,0.0
shape-replay-v2,raw,38,2026-06-28T15:41:47.994,3.7210006713867188,0.2470747913628008,0.15701782956020754,18,64,151.38888888888889,136.140625,18,22.0,-20.333333333333332,0.0,18,64,151.38888888888889,136.140625,18,22.0,-20.333333333333332,0.0,18,64,151.38888888888889,127.59375,18,29.444444444444443,-29.444444444444443,0.0
shape-replay-v2,raw,39,2026-06-28T15:41:48.092,3.819000244140625,0.2470350718792377,0.15697811007664444,18,64,152.0,136.140625,18,22.5,-20.944444444444443,0.0,18,64,152.0,136.140625,18,22.5,-20.944444444444443,0.0,18,64,152.0,127.59375,18,30.055555555555557,-30.055555555555557,0.0
