time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned UNFITTED (using wood),filt_learned UNFITTED (using wood),vel_learned UNFITTED (using wood)
0.3327,1,474.896,618.20,603.7,603.70,0.0,608.9,608.85,0.0
0.4182,1,473.333,616.63,616.2,616.19,145.9,621.1,621.11,143.2
0.4606,1,472.198,615.50,610.2,613.60,60.1,615.1,617.83,8.5
0.5263,1,469.154,612.45,606.2,610.89,7.6,611.2,612.25,-70.7
0.5884,1,465.261,608.56,602.7,606.84,-22.7,607.9,607.89,-70.2
0.6543,1,461.087,604.39,600.7,602.93,-37.3,606.0,605.60,-40.5
0.7211,1,457.078,600.38,595.2,597.64,-53.2,600.7,601.05,-63.9
0.7844,1,453.088,596.39,592.7,593.45,-57.8,598.4,598.15,-49.1
0.8493,1,449.967,593.27,579.2,584.13,-89.3,585.4,586.80,-153.5
0.9180,1,445.034,588.33,572.7,575.35,-104.2,579.1,578.74,-122.6
0.9795,1,442.034,585.33,580.2,574.58,-72.8,586.4,583.96,44.2
1.0461,1,437.916,581.22,576.2,572.80,-55.8,582.5,583.13,-3.6
1.1094,1,433.901,577.20,566.7,568.03,-62.5,573.3,574.79,-108.3
1.1755,1,429.799,573.10,557.2,560.53,-80.3,564.1,564.63,-146.4
1.2414,1,425.791,569.09,572.7,563.95,-34.7,579.1,575.67,116.0
1.3055,1,421.705,565.00,561.7,561.72,-34.7,568.5,570.68,-43.7
1.3705,1,417.691,560.99,551.7,555.92,-52.6,558.8,560.11,-142.4
1.4377,1,413.568,556.87,548.7,550.66,-61.1,555.9,555.13,-84.7
1.5005,1,410.631,553.93,546.2,546.53,-62.5,553.4,552.88,-44.9
1.5662,1,406.510,549.81,542.2,542.32,-63.0,549.5,549.59,-49.1
1.6305,1,402.455,545.75,536.7,537.51,-66.7,544.2,544.51,-73.9
1.6964,1,398.486,541.79,540.2,536.55,-50.0,547.6,546.45,12.5
1.7621,1,394.444,537.74,529.2,531.32,-59.5,536.8,538.34,-100.9
1.8264,1,390.331,533.63,529.2,528.31,-55.5,536.8,536.09,-46.5
1.8913,1,386.239,529.54,524.2,524.47,-56.7,531.9,532.10,-58.9
1.9583,1,382.311,525.61,522.2,521.42,-53.0,530.0,529.72,-39.2
2.0214,1,378.287,521.59,514.2,516.19,-62.3,522.1,522.90,-95.5
2.0863,1,374.068,517.37,507.2,509.73,-74.4,515.2,515.44,-111.6
2.1550,1,370.201,513.50,507.2,505.91,-68.0,515.2,514.22,-31.5
2.2174,1,367.162,510.46,507.7,504.62,-53.2,515.7,515.18,6.6
2.2833,1,362.968,506.27,500.7,500.91,-54.2,508.8,509.79,-67.4
2.3475,1,358.985,502.29,496.2,496.83,-57.3,504.4,504.53,-79.4
2.4124,1,354.845,498.15,492.7,492.91,-58.3,500.9,500.68,-62.7
2.4797,1,350.900,494.20,486.7,487.83,-64.1,495.0,495.18,-78.8
2.5424,1,346.932,490.23,487.2,485.49,-55.5,495.5,494.66,-21.4
2.6074,1,342.719,486.02,482.2,482.04,-54.7,490.5,490.92,-51.5
2.6747,1,338.736,482.04,477.7,478.02,-56.5,486.0,486.24,-66.6
2.7384,1,334.654,477.95,464.7,469.53,-81.8,473.1,474.47,-163.6
2.8023,1,331.521,474.82,471.2,467.59,-64.7,479.6,477.26,7.0
2.8711,1,326.527,469.83,461.2,462.19,-69.6,469.7,470.74,-80.1
2.9334,1,323.568,466.87,459.7,458.76,-64.9,468.2,467.78,-53.7
3.0001,1,319.447,462.75,448.7,451.56,-79.5,457.2,458.18,-129.8
3.0635,1,315.460,458.76,454.7,450.54,-59.0,463.2,461.17,15.0
3.1284,1,311.405,454.70,445.7,446.22,-61.5,454.2,455.37,-71.7
3.1954,1,307.415,450.72,443.7,442.90,-57.4,452.2,451.98,-53.9
3.2594,1,303.435,446.74,430.2,434.75,-80.2,438.7,440.18,-161.1
3.3243,1,299.337,442.64,431.7,430.57,-74.9,440.2,438.68,-46.6
3.3931,1,295.318,438.62,432.2,428.80,-57.8,440.7,440.01,9.8
