,z
2026-06-11T11:33:02.033,0.6999439478917983
2026-06-11T11:33:02.034,0.6999439478917983
2026-06-11T11:33:02.035,0.6999439478917983
2026-06-11T11:33:02.036,0.6999439478917983
2026-06-11T11:33:02.037,0.6999439478917983
2026-06-11T11:33:02.038,0.6999439478917983
2026-06-11T11:33:02.039,0.6999439478917983
2026-06-11T11:33:02.040,0.6999679260130547
2026-06-11T11:33:02.041,0.6999679260130547
2026-06-11T11:33:02.042,0.6999679260130547
2026-06-11T11:33:02.043,0.6999679260130547
2026-06-11T11:33:02.044,0.6999679260130547
2026-06-11T11:33:02.045,0.6999679260130547
2026-06-11T11:33:02.046,0.6999679260130547
2026-06-11T11:33:02.047,0.6999679260130547
2026-06-11T11:33:02.048,0.6998740260692378
2026-06-11T11:33:02.049,0.6998740260692378
2026-06-11T11:33:02.050,0.6998740260692378
2026-06-11T11:33:02.051,0.6998740260692378
2026-06-11T11:33:02.052,0.6998740260692378
2026-06-11T11:33:02.053,0.6998740260692378
2026-06-11T11:33:02.054,0.6998740260692378
2026-06-11T11:33:02.055,0.6998740260692378
2026-06-11T11:33:02.056,0.6997767714260584
2026-06-11T11:33:02.057,0.6997767714260584
2026-06-11T11:33:02.058,0.6997767714260584
2026-06-11T11:33:02.059,0.6997767714260584
2026-06-11T11:33:02.060,0.6997767714260584
2026-06-11T11:33:02.061,0.6997767714260584
2026-06-11T11:33:02.062,0.6997767714260584
2026-06-11T11:33:02.063,0.6997767714260584
2026-06-11T11:33:02.064,0.6996159820919878
2026-06-11T11:33:02.065,0.6996159820919878
2026-06-11T11:33:02.066,0.6996159820919878
2026-06-11T11:33:02.067,0.6996159820919878
2026-06-11T11:33:02.068,0.6996159820919878
2026-06-11T11:33:02.069,0.6996159820919878
2026-06-11T11:33:02.070,0.6996159820919878
2026-06-11T11:33:02.071,0.6996159820919878
2026-06-11T11:33:02.072,0.699422179628032
2026-06-11T11:33:02.073,0.699422179628032
2026-06-11T11:33:02.074,0.699422179628032
2026-06-11T11:33:02.075,0.699422179628032
2026-06-11T11:33:02.076,0.699422179628032
2026-06-11T11:33:02.077,0.699422179628032
2026-06-11T11:33:02.078,0.699422179628032
2026-06-11T11:33:02.079,0.699422179628032
2026-06-11T11:33:02.080,0.6992005369936833
2026-06-11T11:33:02.081,0.6992005369936833
2026-06-11T11:33:02.082,0.6992005369936833
2026-06-11T11:33:02.083,0.6992005369936833
2026-06-11T11:33:02.084,0.6992005369936833
2026-06-11T11:33:02.085,0.6992005369936833
2026-06-11T11:33:02.086,0.6992005369936833
2026-06-11T11:33:02.087,0.6992005369936833
2026-06-11T11:33:02.088,0.6989661662717821
2026-06-11T11:33:02.089,0.6989661662717821
2026-06-11T11:33:02.090,0.6989661662717821
2026-06-11T11:33:02.091,0.6989661662717821
2026-06-11T11:33:02.092,0.6989661662717821
2026-06-11T11:33:02.093,0.6989661662717821
2026-06-11T11:33:02.094,0.6989661662717821
2026-06-11T11:33:02.095,0.6989661662717821
2026-06-11T11:33:02.096,0.6986854866995719
2026-06-11T11:33:02.097,0.6986854866995719
2026-06-11T11:33:02.098,0.6986854866995719
2026-06-11T11:33:02.099,0.6986854866995719
2026-06-11T11:33:02.100,0.6986854866995719
2026-06-11T11:33:02.101,0.6986854866995719
2026-06-11T11:33:02.102,0.6986854866995719
2026-06-11T11:33:02.103,0.6986854866995719
2026-06-11T11:33:02.104,0.6984350793082835
2026-06-11T11:33:02.105,0.6984350793082835
2026-06-11T11:33:02.106,0.6984350793082835
2026-06-11T11:33:02.107,0.6984350793082835
2026-06-11T11:33:02.108,0.6984350793082835
2026-06-11T11:33:02.109,0.6984350793082835
2026-06-11T11:33:02.110,0.6984350793082835
2026-06-11T11:33:02.111,0.6984350793082835
2026-06-11T11:33:02.112,0.6981491088830136
2026-06-11T11:33:02.113,0.6981491088830136
2026-06-11T11:33:02.114,0.6981491088830136
2026-06-11T11:33:02.115,0.6981491088830136
2026-06-11T11:33:02.116,0.6981491088830136
2026-06-11T11:33:02.117,0.6981491088830136
2026-06-11T11:33:02.118,0.6981491088830136
2026-06-11T11:33:02.119,0.6981491088830136
2026-06-11T11:33:02.120,0.6978057761163616
2026-06-11T11:33:02.121,0.6978057761163616
2026-06-11T11:33:02.122,0.6978057761163616
2026-06-11T11:33:02.123,0.6978057761163616
2026-06-11T11:33:02.124,0.6978057761163616
2026-06-11T11:33:02.125,0.6978057761163616
2026-06-11T11:33:02.126,0.6978057761163616
2026-06-11T11:33:02.127,0.6978057761163616
2026-06-11T11:33:02.128,0.6974221598168654
2026-06-11T11:33:02.129,0.6974221598168654
2026-06-11T11:33:02.130,0.6974221598168654
2026-06-11T11:33:02.131,0.6974221598168654
2026-06-11T11:33:02.132,0.6974221598168654
2026-06-11T11:33:02.133,0.6974221598168654
2026-06-11T11:33:02.134,0.6974221598168654
2026-06-11T11:33:02.135,0.6974221598168654
2026-06-11T11:33:02.136,0.6970128119028979
2026-06-11T11:33:02.137,0.6970128119028979
2026-06-11T11:33:02.138,0.6970128119028979
2026-06-11T11:33:02.139,0.6970128119028979
2026-06-11T11:33:02.140,0.6970128119028979
2026-06-11T11:33:02.141,0.6970128119028979
2026-06-11T11:33:02.142,0.6970128119028979
2026-06-11T11:33:02.143,0.6970128119028979
2026-06-11T11:33:02.144,0.6965313643330787
2026-06-11T11:33:02.145,0.6965313643330787
2026-06-11T11:33:02.146,0.6965313643330787
2026-06-11T11:33:02.147,0.6965313643330787
2026-06-11T11:33:02.148,0.6965313643330787
2026-06-11T11:33:02.149,0.6965313643330787
