frame_index,reference_timestamp,elapsed_s,tcp_z_m,sensor_z_m,real_valid_zones,sim_valid_zones,real_mean_distance_mm,sim_mean_distance_mm,paired_valid_zones,mae_mm,bias_mm,no_return_iou
132,2026-06-28T15:40:52.413,12.972999572753906,0.27709441083962155,0.1870374490370283,34,63,188.55882352941177,178.88888888888889,33,26.0,-4.606060606060606,0.0
133,2026-06-28T15:40:52.511,13.070999145507812,0.2771286707635749,0.18707170896098163,33,61,189.24242424242425,180.54098360655738,31,25.70967741935484,-2.7419354838709675,0.030303030303030304
134,2026-06-28T15:40:52.652,13.211997985839844,0.27712308350832116,0.1870661217057279,33,62,189.33333333333334,179.48387096774192,32,26.03125,-5.46875,0.03125
135,2026-06-28T15:40:52.747,13.306999206542969,0.27712046709210314,0.18706350528950988,33,63,189.45454545454547,177.84126984126985,33,26.939393939393938,-7.0606060606060606,0.03225806451612903
136,2026-06-28T15:40:52.843,13.402999877929688,0.2771067682818872,0.18704980647929392,33,63,189.0909090909091,178.25396825396825,32,26.90625,-6.09375,0.0
137,2026-06-28T15:40:52.939,13.499000549316406,0.27709636871476734,0.18703940691217408,35,64,188.6,177.09375,35,24.37142857142857,-7.228571428571429,0.0
138,2026-06-28T15:40:53.056,13.615997314453125,0.2771006126972614,0.18704365089466812,34,64,189.52941176470588,178.09375,34,26.11764705882353,-7.411764705882353,0.0
139,2026-06-28T15:40:53.126,13.685997009277344,0.2771144907405246,0.18705752893793132,34,62,190.08823529411765,179.98387096774192,32,23.5625,-3.5625,0.0
140,2026-06-28T15:40:53.222,13.781997680664062,0.2771383972687809,0.18708143546618766,34,63,189.11764705882354,179.6984126984127,34,26.264705882352942,-4.735294117647059,0.03333333333333333
141,2026-06-28T15:40:53.317,13.876998901367188,0.2771144932399954,0.1870575314374021,35,63,189.5142857142857,178.95238095238096,34,24.647058823529413,-5.411764705882353,0.0
142,2026-06-28T15:40:53.419,13.978996276855469,0.2771318723665837,0.18707491056399045,34,63,189.38235294117646,178.23809523809524,34,26.176470588235293,-7.117647058823529,0.03333333333333333
143,2026-06-28T15:40:53.515,14.074996948242188,0.27714367788953925,0.187086716086946,34,64,189.76470588235293,177.96875,34,26.264705882352942,-7.323529411764706,0.0
144,2026-06-28T15:40:53.611,14.170997619628906,0.27517791422637317,0.1851209524237799,34,63,188.23529411764707,175.74603174603175,34,26.5,-5.970588235294118,0.03333333333333333
145,2026-06-28T15:40:53.704,14.263999938964844,0.269280601500012,0.17922363969741872,34,63,266.52941176470586,163.9047619047619,34,112.3529411764706,-101.0,0.03333333333333333
146,2026-06-28T15:40:53.802,14.36199951171875,0.2589548183569699,0.1688978565543766,23,61,169.43478260869566,152.72131147540983,23,29.434782608695652,-21.869565217391305,0.07317073170731707
147,2026-06-28T15:40:53.898,14.458000183105469,0.2507478867406063,0.160690924938013,19,64,156.8421052631579,139.390625,19,25.736842105263158,-23.526315789473685,0.0
148,2026-06-28T15:40:53.996,14.555999755859375,0.24712724984212822,0.15707028803953496,18,64,151.0,136.09375,18,22.22222222222222,-20.666666666666668,0.0
149,2026-06-28T15:40:54.088,14.647994995117188,0.2471410820728454,0.15708412027025215,17,64,151.0,135.546875,17,23.235294117647058,-22.176470588235293,0.0
150,2026-06-28T15:40:54.183,14.742996215820312,0.24715556774780584,0.15709860594521258,19,63,151.57894736842104,136.9047619047619,19,20.842105263157894,-19.57894736842105,0.022222222222222223
151,2026-06-28T15:40:54.291,14.850997924804688,0.24714895923019117,0.1570919974275979,19,63,152.0,137.25396825396825,19,21.42105263157895,-19.63157894736842,0.022222222222222223
152,2026-06-28T15:40:54.382,14.942001342773438,0.24712772742535896,0.1570707656227657,17,63,151.05882352941177,136.0793650793651,17,22.88235294117647,-21.941176470588236,0.02127659574468085
153,2026-06-28T15:40:54.479,15.038993835449219,0.24711458903721778,0.15705762723462452,17,62,150.1764705882353,136.96774193548387,17,23.88235294117647,-21.647058823529413,0.0425531914893617
154,2026-06-28T15:40:54.576,15.135993957519531,0.24705512497147766,0.1569981631688844,19,62,153.10526315789474,137.17741935483872,19,23.105263157894736,-21.31578947368421,0.044444444444444446
155,2026-06-28T15:40:54.675,15.235000610351562,0.24709266473186367,0.1570357029292704,18,62,152.55555555555554,137.17741935483872,18,23.61111111111111,-22.27777777777778,0.043478260869565216
156,2026-06-28T15:40:54.773,15.333000183105469,0.24708253045589867,0.15702556865330541,18,64,152.27777777777777,135.78125,18,23.27777777777778,-21.833333333333332,0.0
157,2026-06-28T15:40:54.873,15.432998657226562,0.24706278118065583,0.15700581937806257,18,62,152.61111111111111,137.8548387096774,18,23.38888888888889,-21.61111111111111,0.043478260869565216
158,2026-06-28T15:40:54.970,15.529998779296875,0.2470716517312733,0.15701468992868003,18,63,150.05555555555554,136.22222222222223,18,20.72222222222222,-18.833333333333332,0.021739130434782608
159,2026-06-28T15:40:55.068,15.627998352050781,0.24710054193016934,0.15704358012757608,18,62,151.61111111111111,138.20967741935485,18,21.38888888888889,-19.5,0.043478260869565216
160,2026-06-28T15:40:55.171,15.730995178222656,0.24706399857122452,0.15700703676863126,20,63,153.55,135.9047619047619,20,22.45,-20.75,0.022727272727272728
161,2026-06-28T15:40:55.265,15.824996948242188,0.24709940978084483,0.15704244797825156,19,63,332.63157894736844,135.66666666666666,19,202.89473684210526,-201.52631578947367,0.022222222222222223
