schema_version,legacy_top_level_metric_mode,frame_index,reference_timestamp,elapsed_s,tcp_z_m,sensor_z_m,real_valid_zones,sim_valid_zones,real_mean_distance_mm,sim_mean_distance_mm,paired_valid_zones,mae_mm,bias_mm,no_return_iou,raw_real_valid_zones,raw_sim_valid_zones,raw_real_mean_distance_mm,raw_sim_mean_distance_mm,raw_paired_valid_zones,raw_mae_mm,raw_bias_mm,raw_no_return_iou,projected_real_valid_zones,projected_sim_valid_zones,projected_real_mean_distance_mm,projected_sim_mean_distance_mm,projected_paired_valid_zones,projected_mae_mm,projected_bias_mm,projected_no_return_iou
shape-replay-v2,raw,0,2026-06-28T15:44:02.678,0.0,0.1890844187311504,0.09895280680557254,62,64,96.0,105.984375,62,9.983870967741936,9.887096774193548,0.0,62,64,96.0,105.984375,62,9.983870967741936,9.887096774193548,0.0,62,64,96.0,99.0,62,3.532258064516129,2.9838709677419355,0.0
shape-replay-v2,raw,1,2026-06-28T15:44:02.769,0.09099578857421875,0.19526500382899503,0.10513339190341718,62,64,103.80645161290323,105.984375,62,4.17741935483871,2.0806451612903225,0.0,62,64,103.80645161290323,105.984375,62,4.17741935483871,2.0806451612903225,0.0,62,64,103.80645161290323,99.0,62,4.951612903225806,-4.82258064516129,0.0
shape-replay-v2,raw,2,2026-06-28T15:44:02.878,0.1999969482421875,0.20786680174237704,0.11773518981679919,62,64,115.5,125.859375,62,10.241935483870968,10.209677419354838,0.0,62,64,115.5,125.859375,62,10.241935483870968,10.209677419354838,0.0,62,64,115.5,117.484375,62,3.0806451612903225,1.9193548387096775,0.0
shape-replay-v2,raw,3,2026-06-28T15:44:02.965,0.28699493408203125,0.21429730792603968,0.12416569600046183,62,64,123.35483870967742,132.625,62,9.370967741935484,9.338709677419354,0.0,62,64,123.35483870967742,132.625,62,9.370967741935484,9.338709677419354,0.0,62,64,123.35483870967742,123.828125,62,2.7580645161290325,0.5967741935483871,0.0
shape-replay-v2,raw,4,2026-06-28T15:44:03.062,0.38399505615234375,0.21724458213774542,0.12711297021216755,62,64,126.06451612903226,135.6875,62,9.725806451612904,9.53225806451613,0.0,62,64,126.06451612903226,135.6875,62,9.725806451612904,9.53225806451613,0.0,62,64,126.06451612903226,126.75,62,3.1129032258064515,0.6935483870967742,0.0
shape-replay-v2,raw,5,2026-06-28T15:44:03.164,0.48600006103515625,0.21717822334883208,0.12704661142325424,62,64,126.12903225806451,135.875,62,10.112903225806452,9.661290322580646,0.0,62,64,126.12903225806451,135.875,62,10.112903225806452,9.661290322580646,0.0,62,64,126.12903225806451,126.953125,62,3.225806451612903,0.8387096774193549,0.0
shape-replay-v2,raw,6,2026-06-28T15:44:03.260,0.582000732421875,0.21716408374547835,0.12703247181990052,62,64,125.75806451612904,135.875,62,9.96774193548387,9.935483870967742,0.0,62,64,125.75806451612904,135.875,62,9.96774193548387,9.935483870967742,0.0,62,64,125.75806451612904,126.859375,62,2.8870967741935485,1.0161290322580645,0.0
shape-replay-v2,raw,7,2026-06-28T15:44:03.360,0.6819992065429688,0.21717248122089175,0.12704086929531389,62,64,126.11290322580645,135.546875,62,9.580645161290322,9.32258064516129,0.0,62,64,126.11290322580645,135.546875,62,9.580645161290322,9.32258064516129,0.0,62,64,126.11290322580645,126.5625,62,3.064516129032258,0.41935483870967744,0.0
shape-replay-v2,raw,8,2026-06-28T15:44:03.459,0.7809982299804688,0.21716064953519765,0.1270290376096198,62,64,125.98387096774194,135.96875,62,9.951612903225806,9.951612903225806,0.0,62,64,125.98387096774194,135.96875,62,9.951612903225806,9.951612903225806,0.0,62,64,125.98387096774194,127.03125,62,2.5483870967741935,1.096774193548387,0.0
shape-replay-v2,raw,9,2026-06-28T15:44:03.555,0.8769989013671875,0.21714877168307878,0.12701715975750094,62,64,126.01612903225806,136.015625,62,9.887096774193548,9.82258064516129,0.0,62,64,126.01612903225806,136.015625,62,9.887096774193548,9.82258064516129,0.0,62,64,126.01612903225806,127.125,62,3.1774193548387095,1.0161290322580645,0.0
