time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned UNFITTED (using wood),filt_learned UNFITTED (using wood),vel_learned UNFITTED (using wood)
0.3640,1,474.819,618.12,618.2,618.20,0.0,623.1,623.11,0.0
0.4324,1,472.866,616.17,615.2,615.20,-43.8,620.1,620.11,-43.8
0.4965,1,470.867,614.17,612.2,612.23,-45.3,617.1,617.14,-46.0
0.5563,1,467.224,610.52,612.7,611.76,-28.1,617.6,617.09,-10.3
0.6225,1,463.322,606.62,608.7,609.11,-33.7,613.6,614.01,-40.7
0.6863,1,459.077,602.38,605.7,606.16,-39.3,610.8,610.86,-47.8
0.7553,1,455.134,598.43,601.2,602.01,-49.5,606.5,606.62,-59.5
0.8173,1,451.134,594.43,597.2,597.86,-57.3,602.7,602.70,-62.5
0.8812,1,448.040,591.34,594.7,594.51,-55.0,600.3,600.03,-45.4
0.9526,1,442.996,586.30,587.7,588.70,-68.5,593.6,593.97,-79.8
1.0123,1,439.949,583.25,585.2,584.98,-65.9,591.2,590.84,-58.2
1.0805,1,435.829,579.13,583.7,582.55,-50.8,589.7,589.33,-27.4
1.1424,1,431.801,575.10,576.7,577.72,-63.2,583.0,583.72,-78.5
1.2073,1,427.919,571.22,573.2,573.36,-65.1,579.6,579.47,-67.7
1.2753,1,423.684,566.98,570.2,569.75,-59.1,576.7,576.46,-47.7
1.3384,1,419.786,563.09,568.2,567.40,-49.0,574.8,574.58,-33.1
1.4023,1,415.626,558.93,561.2,562.32,-63.5,568.0,568.68,-81.9
1.4719,1,411.592,554.89,557.2,557.45,-66.8,564.1,563.98,-69.5
1.5333,1,408.581,551.88,553.7,553.57,-65.2,560.7,560.57,-58.2
1.5982,1,404.587,547.89,548.2,548.61,-70.6,555.4,555.59,-73.6
1.6679,1,400.460,543.76,547.7,546.33,-51.0,554.9,554.31,-26.1
1.7283,1,396.480,539.78,543.2,543.22,-51.3,550.5,550.87,-50.6
1.7956,1,392.284,535.58,538.7,539.08,-56.4,546.1,546.31,-65.2
1.8594,1,388.276,531.58,532.7,533.70,-69.8,540.3,540.55,-85.9
1.9243,1,384.368,527.67,525.2,526.63,-88.9,532.9,533.22,-108.3
1.9908,1,380.281,523.58,526.7,524.51,-60.4,534.4,533.20,-17.5
