frame_index,reference_timestamp,elapsed_s,tcp_z_m,sensor_z_m,real_valid_zones,sim_valid_zones,real_mean_distance_mm,sim_mean_distance_mm,paired_valid_zones,mae_mm,bias_mm,no_return_iou
171,2026-06-28T15:43:20.663,16.81200408935547,0.21713344777168803,0.1270018358461102,62,64,126.01612903225806,135.765625,62,9.774193548387096,9.612903225806452,0.0
172,2026-06-28T15:43:20.762,16.91100311279297,0.21718243464370898,0.12705082271813112,62,64,125.69354838709677,135.453125,62,10.048387096774194,9.85483870967742,0.0
173,2026-06-28T15:43:20.860,17.009002685546875,0.21714110074111467,0.1270094888155368,62,64,125.90322580645162,135.65625,62,9.709677419354838,9.67741935483871,0.0
174,2026-06-28T15:43:20.959,17.108001708984375,0.21712622893220745,0.12699461700662962,62,64,125.64516129032258,135.625,62,9.870967741935484,9.838709677419354,0.0
175,2026-06-28T15:43:21.057,17.20600128173828,0.21715072144934308,0.12701910952376522,62,64,125.8225806451613,135.328125,62,9.451612903225806,9.451612903225806,0.0
176,2026-06-28T15:43:21.155,17.304000854492188,0.21714340769081564,0.1270117957652378,62,64,125.6774193548387,136.3125,62,10.806451612903226,10.548387096774194,0.0
177,2026-06-28T15:43:21.253,17.402000427246094,0.21712696633399148,0.12699535440841364,62,64,125.64516129032258,135.484375,62,9.758064516129032,9.693548387096774,0.0
178,2026-06-28T15:43:21.393,17.54199981689453,0.21713997587335349,0.12700836394777565,62,64,125.93548387096774,136.28125,62,10.435483870967742,10.274193548387096,0.0
179,2026-06-28T15:43:21.488,17.637001037597656,0.21717017145832085,0.127038559532743,62,64,126.04838709677419,136.609375,62,10.451612903225806,10.387096774193548,0.0
180,2026-06-28T15:43:21.585,17.73400115966797,0.21715833431286433,0.12702672238728646,62,64,125.6774193548387,136.609375,62,10.790322580645162,10.758064516129032,0.0
181,2026-06-28T15:43:21.671,17.81999969482422,0.21711439228806262,0.12698278036248478,62,64,126.0,134.921875,62,8.935483870967742,8.774193548387096,0.0
182,2026-06-28T15:43:21.763,17.912002563476562,0.21712353067144202,0.12699191874586419,62,64,125.66129032258064,136.234375,62,10.46774193548387,10.435483870967742,0.0
183,2026-06-28T15:43:21.858,18.007003784179688,0.2171541546757964,0.12702254275021857,62,64,125.7258064516129,136.125,62,10.5,10.5,0.0
184,2026-06-28T15:43:21.955,18.10400390625,0.21660236589760506,0.12647075397202723,62,64,125.33870967741936,135.75,62,10.661290322580646,10.46774193548387,0.0
185,2026-06-28T15:43:22.051,18.20000457763672,0.21196751261608737,0.12183590069050952,62,64,120.59677419354838,130.09375,62,9.596774193548388,9.306451612903226,0.0
186,2026-06-28T15:43:22.147,18.296005249023438,0.2028901115637528,0.11275849963817496,62,64,110.19354838709677,120.625,62,10.338709677419354,10.338709677419354,0.0
187,2026-06-28T15:43:22.237,18.386001586914062,0.19309166172635833,0.10296004980078048,62,64,100.06451612903226,110.296875,62,10.112903225806452,10.112903225806452,0.0
188,2026-06-28T15:43:22.337,18.486000061035156,0.18788565494342746,0.09775404301784961,62,64,94.69354838709677,104.765625,62,9.983870967741936,9.983870967741936,0.0
189,2026-06-28T15:43:22.434,18.58300018310547,0.18719913321785198,0.09706752129227413,62,64,94.19354838709677,103.546875,62,9.403225806451612,9.306451612903226,0.0
190,2026-06-28T15:43:22.540,18.689002990722656,0.18720481285446444,0.09707320092888659,62,64,94.06451612903226,104.125,62,9.935483870967742,9.935483870967742,0.0
191,2026-06-28T15:43:22.635,18.78400421142578,0.18721362230719069,0.09708201038161283,62,64,94.53225806451613,103.65625,62,9.064516129032258,9.064516129032258,0.0
192,2026-06-28T15:43:22.737,18.886001586914062,0.18717272772709348,0.09704111580151563,62,64,94.2741935483871,103.6875,62,9.35483870967742,9.35483870967742,0.0
193,2026-06-28T15:43:22.833,18.98200225830078,0.18718771431193185,0.097056102386354,62,63,94.2741935483871,104.19047619047619,61,9.901639344262295,9.901639344262295,0.0
194,2026-06-28T15:43:22.926,19.07500457763672,0.18720352548656838,0.09707191356099053,62,64,94.06451612903226,103.671875,62,9.564516129032258,9.53225806451613,0.0
195,2026-06-28T15:43:23.026,19.175003051757812,0.18717975056127922,0.09704813863570137,62,64,94.46774193548387,104.015625,62,9.419354838709678,9.419354838709678,0.0
196,2026-06-28T15:43:23.132,19.281005859375,0.1871671930612231,0.09703558113564524,62,64,93.79032258064517,103.5625,62,9.661290322580646,9.661290322580646,0.0
197,2026-06-28T15:43:23.226,19.375,0.18716719497436435,0.0970355830487865,62,64,94.25806451612904,103.34375,62,9.016129032258064,8.983870967741936,0.0
198,2026-06-28T15:43:23.326,19.474998474121094,0.1871558377168634,0.09702422579128554,62,64,94.2741935483871,103.625,62,9.274193548387096,9.274193548387096,0.0
199,2026-06-28T15:43:23.418,19.567001342773438,0.1871654220095021,0.09703381008392424,62,64,94.53225806451613,104.171875,62,9.64516129032258,9.64516129032258,0.0
200,2026-06-28T15:43:23.520,19.66899871826172,0.18718889225950047,0.09705728033392262,62,64,94.16129032258064,103.421875,62,9.080645161290322,9.080645161290322,0.0
201,2026-06-28T15:43:23.614,19.76300048828125,0.18717748794214492,0.09704587601656707,62,64,94.2258064516129,104.171875,62,9.951612903225806,9.85483870967742,0.0
202,2026-06-28T15:43:23.712,19.861000061035156,0.18716848834429797,0.09703687641872012,62,64,94.30645161290323,103.640625,62,9.338709677419354,9.338709677419354,0.0
203,2026-06-28T15:43:23.812,19.96099853515625,0.18720690266754825,0.0970752907419704,62,64,94.43548387096774,103.390625,62,8.887096774193548,8.887096774193548,0.0
204,2026-06-28T15:43:23.909,20.057998657226562,0.18715697034512668,0.09702535841954883,62,64,94.14516129032258,103.765625,62,9.580645161290322,9.580645161290322,0.0
