time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned UNFITTED (using wood),filt_learned UNFITTED (using wood),vel_learned UNFITTED (using wood)
0.3145,1,474.984,618.28,603.2,603.20,0.0,608.4,608.38,0.0
0.3928,1,474.243,617.54,604.2,604.20,12.8,609.3,609.33,12.2
0.4442,1,472.811,616.11,601.7,602.43,-10.7,606.9,607.49,-21.6
0.5106,1,470.060,613.36,600.2,600.63,-19.1,605.5,605.59,-27.4
0.5732,1,466.190,609.49,598.2,598.63,-24.8,603.6,603.65,-30.4
0.6381,1,462.234,605.53,594.7,595.55,-35.2,600.3,600.47,-45.8
0.7050,1,458.118,601.42,590.2,591.29,-48.7,596.0,596.16,-61.5
0.7682,1,454.122,597.42,584.7,586.04,-64.4,590.7,590.92,-79.0
0.8331,1,450.069,593.37,582.7,582.38,-60.6,588.8,588.33,-46.6
0.9018,1,445.921,589.22,579.7,579.16,-53.8,585.9,585.77,-38.5
0.9642,1,441.966,585.27,574.7,575.12,-58.8,581.1,581.42,-63.9
1.0291,1,437.980,581.28,570.7,570.92,-61.5,577.2,577.21,-64.6
1.1009,1,433.848,577.15,567.7,567.29,-55.9,574.3,574.08,-46.2
1.1591,1,430.786,574.09,561.7,562.60,-66.5,568.5,568.99,-78.4
1.2258,1,426.848,570.15,558.7,558.50,-63.9,565.6,565.33,-58.5
1.2902,1,422.591,565.89,556.2,555.54,-55.4,563.2,562.92,-41.1
1.3541,1,418.760,562.06,551.2,551.49,-59.2,558.3,558.60,-62.9
1.4218,1,414.682,557.98,546.7,546.97,-63.0,553.9,553.98,-67.4
1.4851,1,410.586,553.89,544.7,544.08,-54.8,552.0,551.63,-42.6
1.5501,1,406.564,549.86,539.2,539.67,-61.2,546.6,546.94,-67.2
1.6176,1,402.426,545.73,534.2,534.66,-67.8,541.7,541.82,-74.5
1.6801,1,399.448,542.75,532.2,531.56,-59.1,539.8,539.37,-45.9
1.7468,1,395.464,538.76,525.7,526.37,-68.7,533.4,533.81,-77.4
1.8132,1,391.393,534.69,524.2,523.38,-56.7,531.9,531.47,-42.0
1.8761,1,387.234,530.53,519.7,519.74,-57.3,527.5,527.72,-56.4
1.9434,1,383.320,526.62,515.2,515.43,-60.8,523.1,523.21,-65.4
2.0061,1,379.220,522.52,511.2,511.35,-62.9,519.2,519.15,-64.8
2.0711,1,375.122,518.42,505.7,506.24,-70.9,513.7,513.92,-77.9
2.1378,1,371.173,514.47,501.7,501.64,-69.9,509.8,509.65,-66.3
2.2011,1,367.127,510.43,499.2,498.51,-59.7,507.3,507.05,-45.6
2.2671,1,363.050,506.35,495.2,494.99,-56.4,503.4,503.47,-52.8
2.3367,1,358.922,502.22,491.2,491.16,-55.7,499.4,499.47,-56.8
2.3971,1,355.900,499.20,488.2,488.06,-53.6,496.5,496.39,-52.2
2.4648,1,351.935,495.24,483.7,483.94,-57.5,492.0,492.12,-61.5
2.5271,1,347.846,491.15,479.2,479.59,-63.6,487.5,487.65,-69.7
2.5921,1,343.794,487.09,475.2,475.29,-65.0,483.6,483.50,-64.9
2.6606,1,339.765,483.06,471.7,471.43,-60.3,480.1,479.95,-53.7
2.7231,1,335.674,478.97,468.7,468.35,-54.6,477.1,477.03,-48.0
2.7881,1,331.611,474.91,464.7,464.73,-55.2,473.1,473.25,-56.5
2.8548,1,327.466,470.77,460.2,460.47,-59.9,468.7,468.77,-65.4
2.9181,1,323.508,466.81,456.7,456.69,-59.8,465.2,465.09,-59.5
2.9831,1,319.503,462.80,451.2,451.72,-68.8,459.7,459.91,-76.2
3.0526,1,315.421,458.72,447.2,447.12,-67.3,455.7,455.56,-64.6
3.1141,1,312.407,455.71,442.7,442.79,-68.9,451.2,451.27,-68.7
3.1795,1,308.446,451.75,440.2,439.60,-57.9,448.7,448.43,-47.6
3.2441,1,304.362,447.66,436.7,436.43,-53.1,445.2,445.24,-49.1
3.3091,1,300.388,443.69,432.7,432.79,-54.7,441.2,441.34,-58.1
3.3759,1,296.397,439.70,428.2,428.48,-60.2,436.7,436.82,-66.2
3.4391,1,292.141,435.44,424.7,424.69,-60.0,433.2,433.13,-59.8
3.5041,1,288.233,431.53,420.2,420.38,-63.5,428.7,428.79,-65.6
3.5709,1,284.088,427.39,417.7,417.23,-54.2,426.2,425.95,-46.0
3.6351,1,280.065,423.37,411.7,412.33,-66.4,420.2,420.61,-76.7
3.6990,1,277.036,420.34,408.2,408.16,-65.7,416.7,416.54,-66.0
3.7702,1,271.987,415.29,406.2,405.44,-49.2,414.7,414.32,-35.7
3.8301,1,268.863,412.16,401.2,401.62,-56.8,409.7,410.08,-63.5
3.8977,1,264.884,408.18,398.7,398.43,-51.2,407.2,406.97,-48.6
3.9602,1,260.807,404.11,392.2,393.13,-69.4,400.6,401.15,-84.8
4.0251,1,256.873,400.17,388.2,388.33,-72.0,396.6,396.48,-74.1
4.0912,1,252.781,396.08,384.7,384.36,-65.2,393.1,392.89,-57.5
4.1561,1,248.590,391.89,381.7,381.23,-55.8,390.1,389.96,-47.3
4.2211,1,244.731,388.03,378.2,378.02,-52.2,386.6,386.63,-50.6
4.2885,1,240.610,383.91,372.7,373.22,-63.2,381.1,381.36,-73.9
4.3511,1,237.517,380.82,369.2,369.22,-63.6,377.5,377.42,-65.0
4.4173,1,233.458,376.76,366.2,365.85,-56.2,374.5,374.33,-49.6
4.4831,1,229.615,372.92,359.7,360.41,-71.5,368.0,368.44,-83.0
4.5461,1,225.422,368.72,357.7,357.15,-60.4,366.0,365.56,-52.5
4.6146,1,221.433,364.73,354.2,353.87,-53.0,362.5,362.40,-47.0
4.6771,1,217.387,360.69,350.2,350.31,-55.2,358.5,358.61,-58.1
4.7421,1,213.345,356.64,344.2,344.94,-71.1,352.4,352.78,-84.4
4.8094,1,209.287,352.59,341.7,341.25,-61.3,349.9,349.52,-53.9
4.8721,1,205.229,348.53,337.2,337.26,-62.6,345.4,345.51,-62.1
4.9371,1,201.157,344.46,334.2,333.91,-56.3,342.4,342.25,-52.2
5.0069,1,197.101,340.40,329.2,329.41,-61.2,337.4,337.52,-65.5
5.0681,1,193.979,337.28,327.7,327.09,-48.4,335.9,335.48,-39.8
5.1342,1,190.053,333.35,322.7,323.04,-56.1,330.8,331.12,-61.7
5.1982,1,185.899,329.20,319.2,319.27,-57.7,327.3,327.30,-60.1
5.2631,1,181.967,325.27,315.2,315.29,-59.8,323.3,323.32,-61.1
5.3311,1,177.903,321.20,312.2,311.94,-53.4,320.3,320.14,-48.9
5.3931,1,173.894,317.19,307.2,307.61,-62.7,315.3,315.57,-69.0
5.4581,1,169.822,313.12,304.2,304.02,-58.3,312.3,312.10,-56.0
5.5268,1,165.713,309.01,298.7,299.05,-67.0,306.8,306.96,-72.1
5.5892,1,161.694,304.99,295.2,295.10,-64.8,303.3,303.13,-63.4
5.6541,1,158.595,301.90,291.2,291.12,-62.8,299.3,299.22,-60.9
5.7235,1,153.561,296.86,288.2,287.83,-53.0,296.2,296.08,-47.4
5.7841,1,150.519,293.82,283.7,283.96,-59.2,291.7,291.98,-63.6
5.8512,1,146.566,289.87,280.7,280.51,-54.3,288.7,288.60,-52.4
5.9141,1,142.466,285.77,277.2,277.17,-53.6,285.2,285.26,-53.0
5.9801,1,138.474,281.77,272.7,272.95,-60.1,280.7,280.89,-64.0
6.0485,1,134.462,277.76,268.7,268.73,-61.0,276.8,276.72,-61.4
6.1101,1,130.300,273.60,264.7,264.78,-62.9,272.8,272.79,-63.3
6.1750,1,126.274,269.57,260.7,260.70,-62.9,268.8,268.76,-62.3
6.2416,1,122.170,265.47,257.2,257.02,-58.0,265.3,265.19,-55.0
6.3051,1,119.140,262.44,252.7,252.87,-62.5,260.8,260.94,-64.8
6.3701,1,115.245,258.55,247.2,247.62,-74.0,255.3,255.54,-80.1
6.4417,1,110.139,253.44,244.2,243.76,-60.6,252.3,252.03,-53.0
6.5011,1,107.033,250.33,240.2,240.19,-60.3,248.4,248.46,-58.5
6.5687,1,102.953,246.25,236.7,236.55,-56.0,244.9,244.84,-54.2
6.6311,1,98.832,242.13,233.2,233.16,-55.0,241.4,241.43,-54.6
6.6961,1,94.924,238.22,229.2,229.30,-57.9,237.5,237.52,-59.3
6.7626,1,90.982,234.28,224.7,224.88,-63.3,233.0,233.09,-65.5
6.8261,1,86.874,230.17,219.7,220.00,-71.8,228.1,228.19,-75.0
6.8920,1,82.842,226.14,217.2,216.72,-57.5,225.6,225.25,-49.5
6.9594,1,78.669,221.97,212.2,212.36,-62.3,220.6,220.82,-63.2
7.0221,1,75.612,218.91,208.2,208.26,-64.1,216.7,216.73,-65.0
7.0882,1,71.706,215.01,206.2,205.67,-47.9,214.7,214.40,-40.0
7.1521,1,67.753,211.05,201.7,201.93,-54.6,210.3,210.53,-56.9
7.2170,1,63.570,206.87,197.7,197.87,-59.7,206.4,206.43,-62.1
7.2835,1,59.475,202.78,194.2,194.13,-57.5,202.9,202.83,-55.4
7.3471,1,55.394,198.69,190.2,190.27,-59.5,199.0,199.04,-58.8
7.4142,1,51.495,194.80,186.7,186.60,-56.3,195.6,195.50,-53.8
7.4795,1,47.452,190.75,181.2,181.61,-69.3,190.2,190.44,-73.5
7.5431,1,43.244,186.54,175.7,176.07,-80.7,184.8,184.94,-84.1
7.6080,1,40.255,183.56,173.2,172.63,-62.7,182.4,181.94,-52.7
7.6793,1,35.195,178.50,170.7,170.12,-43.6,179.9,179.69,-34.2
7.7381,1,32.214,175.51,166.7,166.94,-49.8,176.0,176.30,-52.7
7.8054,1,28.238,171.54,161.2,161.78,-67.6,170.7,170.96,-75.4
7.8681,1,24.010,167.31,157.2,157.29,-70.0,166.8,166.69,-69.3
7.9341,1,20.010,163.31,153.7,153.44,-62.5,163.4,163.20,-55.6
