time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned UNFITTED (using wood),filt_learned UNFITTED (using wood),vel_learned UNFITTED (using wood)
0.3343,1,474.956,618.26,612.2,612.20,0.0,617.1,617.11,0.0
0.3984,1,474.295,617.60,609.7,609.70,-39.0,614.6,614.61,-39.0
0.4626,1,472.237,615.54,611.7,610.98,-2.6,616.6,616.06,10.2
0.5266,1,469.196,612.50,607.7,608.56,-19.7,612.7,613.27,-34.0
0.5915,1,465.190,608.49,603.2,604.58,-38.7,608.4,608.77,-63.3
0.6604,1,461.140,604.44,597.7,599.23,-57.4,603.1,603.30,-77.0
0.7216,1,457.101,600.40,597.7,596.91,-49.0,603.1,602.41,-27.0
0.7886,1,453.067,596.37,593.2,593.36,-50.8,598.8,599.08,-46.2
0.8516,1,448.981,592.28,584.7,586.80,-74.7,590.7,591.52,-106.3
0.9175,1,444.929,588.23,585.7,584.16,-58.5,591.6,590.62,-28.7
0.9840,1,440.965,584.26,581.7,581.14,-52.4,587.8,587.93,-38.6
1.0476,1,437.905,581.20,578.2,578.04,-50.8,584.4,584.59,-50.0
1.1125,1,433.947,577.25,573.2,573.80,-57.3,579.6,579.87,-68.9
1.1810,1,429.807,573.11,569.7,569.76,-58.1,576.2,576.09,-57.2
1.2426,1,425.821,569.12,567.2,566.80,-53.8,573.8,573.62,-43.4
1.3085,1,421.643,564.94,562.7,562.91,-56.2,569.5,569.65,-57.5
1.3779,1,417.716,561.02,559.2,559.13,-55.4,566.1,566.02,-53.1
1.4386,1,413.605,556.90,552.2,553.59,-70.9,559.3,559.84,-91.9
1.5045,1,409.576,552.88,549.7,549.40,-67.4,556.8,556.41,-58.6
1.5686,1,405.543,548.84,545.7,545.46,-64.7,553.0,552.91,-55.3
1.6335,1,402.495,545.80,541.7,541.53,-62.7,549.1,549.09,-58.2
1.6995,1,398.430,541.73,538.7,538.22,-56.9,546.1,546.00,-48.7
1.7636,1,394.427,537.73,534.7,534.65,-56.3,542.2,542.31,-55.9
1.8295,1,390.373,533.67,528.7,529.53,-66.5,536.3,536.67,-80.8
1.8976,1,386.246,529.55,525.2,525.13,-65.6,532.9,532.68,-62.0
