frame_index,reference_timestamp,elapsed_s,tcp_z_m,sensor_z_m,real_valid_zones,sim_valid_zones,real_mean_distance_mm,sim_mean_distance_mm,paired_valid_zones,mae_mm,bias_mm,no_return_iou
30,2026-06-28T15:44:05.648,2.970001220703125,0.24714235512502086,0.15701074319944303,62,64,157.74193548387098,168.515625,62,10.919354838709678,10.725806451612904,0.0
31,2026-06-28T15:44:05.742,3.063995361328125,0.2471205204655525,0.15698890853997466,62,64,157.93548387096774,167.125,62,9.838709677419354,9.32258064516129,0.0
32,2026-06-28T15:44:05.836,3.1579971313476562,0.24713583021689703,0.15700421829131916,62,64,157.5483870967742,167.984375,62,10.629032258064516,10.46774193548387,0.0
33,2026-06-28T15:44:05.939,3.2610015869140625,0.24714339871888832,0.15701178679331046,62,64,157.90322580645162,167.453125,62,10.129032258064516,9.580645161290322,0.0
34,2026-06-28T15:44:06.029,3.3509979248046875,0.24712156394670165,0.1569899520211238,62,64,158.01612903225808,168.578125,62,10.96774193548387,10.612903225806452,0.0
35,2026-06-28T15:44:06.125,3.4469985961914062,0.24712830509240358,0.15699669316682574,62,64,157.67741935483872,167.65625,62,10.483870967741936,10.225806451612904,0.0
36,2026-06-28T15:44:06.224,3.5459976196289062,0.24715331798659812,0.15702170606102028,62,64,157.58064516129033,167.765625,62,10.548387096774194,10.129032258064516,0.0
37,2026-06-28T15:44:06.317,3.6389999389648438,0.2471380035405067,0.15700639161492885,62,64,157.9516129032258,168.03125,62,10.82258064516129,10.209677419354838,0.0
38,2026-06-28T15:44:06.415,3.73699951171875,0.24715580098881193,0.15702418906323407,62,64,157.83870967741936,167.71875,62,10.17741935483871,9.951612903225806,0.0
39,2026-06-28T15:44:06.509,3.8310012817382812,0.24716893666172107,0.15703732473614324,62,64,157.88709677419354,167.46875,62,9.935483870967742,9.580645161290322,0.0
40,2026-06-28T15:44:06.612,3.9339981079101562,0.2471509415375985,0.15701932961202064,62,64,157.82258064516128,167.453125,62,9.774193548387096,9.67741935483871,0.0
41,2026-06-28T15:44:06.708,4.029998779296875,0.249501609586759,0.15936999766118115,62,64,160.0483870967742,167.453125,62,8.290322580645162,7.451612903225806,0.0
42,2026-06-28T15:44:06.809,4.1309967041015625,0.25622292492878995,0.16609131300321212,62,64,167.59677419354838,178.078125,62,11.14516129032258,10.596774193548388,0.0
43,2026-06-28T15:44:06.910,4.232002258300781,0.26789042075744574,0.1777588088318679,62,64,179.11290322580646,189.6875,62,11.225806451612904,10.67741935483871,0.0
44,2026-06-28T15:44:06.998,4.319999694824219,0.27442979665142575,0.1842981847258479,62,64,186.79032258064515,196.859375,62,10.983870967741936,10.112903225806452,0.0
45,2026-06-28T15:44:07.113,4.43499755859375,0.27715163019156486,0.18702001826598702,62,64,189.46774193548387,200.984375,62,12.419354838709678,11.67741935483871,0.0
46,2026-06-28T15:44:07.201,4.5229949951171875,0.27711299397035244,0.1869813820447746,62,64,188.6451612903226,199.421875,62,11.5,10.790322580645162,0.0
47,2026-06-28T15:44:07.304,4.625999450683594,0.2771206518362612,0.18698903991068339,62,64,189.24193548387098,199.421875,62,11.161290322580646,10.193548387096774,0.0
48,2026-06-28T15:44:07.392,4.713996887207031,0.2771140562097206,0.1869824442841428,62,64,189.0,199.59375,62,11.193548387096774,10.548387096774194,0.0
49,2026-06-28T15:44:07.490,4.8119964599609375,0.2771015537063342,0.18696994178075638,62,64,189.41935483870967,199.59375,62,11.483870967741936,10.35483870967742,0.0
50,2026-06-28T15:44:07.588,4.909996032714844,0.27712546114176695,0.1869938492161891,62,64,189.08064516129033,200.0625,62,11.96774193548387,11.03225806451613,0.0
51,2026-06-28T15:44:07.687,5.008995056152344,0.27713877274266235,0.18700716081708452,62,64,189.06451612903226,200.09375,62,12.387096774193548,11.193548387096774,0.0
