time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned UNFITTED (using wood),filt_learned UNFITTED (using wood),vel_learned UNFITTED (using wood)
0.3452,1,474.845,618.14,614.2,614.20,0.0,619.1,619.11,0.0
0.4112,1,473.418,616.72,613.2,613.20,-15.1,618.1,618.11,-15.1
0.4752,1,471.578,614.88,611.7,611.79,-19.4,616.6,616.68,-20.9
0.5475,1,467.168,610.47,610.7,610.62,-17.7,615.6,615.56,-16.2
0.6052,1,464.194,607.49,604.7,606.47,-39.7,609.8,610.63,-69.7
0.6724,1,460.136,603.44,601.7,602.51,-48.8,606.9,606.81,-58.9
0.7355,1,456.107,599.41,597.7,598.37,-56.3,603.1,603.13,-58.4
0.8002,1,452.076,595.38,593.7,594.09,-60.8,599.3,599.31,-58.9
0.8669,1,448.026,591.33,591.7,591.08,-53.4,597.4,597.11,-37.1
0.9302,1,443.917,587.22,585.2,586.15,-64.4,591.2,591.71,-76.5
0.9962,1,439.957,583.26,580.7,581.15,-69.8,586.8,586.81,-74.6
1.0649,1,435.928,579.23,575.7,575.94,-72.8,582.0,581.98,-71.0
1.1262,1,432.795,576.10,576.2,574.40,-51.6,582.5,581.73,-17.2
1.1919,1,428.855,572.15,569.2,569.91,-59.6,575.8,576.45,-70.1
1.2586,1,424.801,568.10,568.2,567.35,-49.4,574.8,574.36,-37.4
1.3212,1,420.672,563.97,560.7,562.06,-65.2,567.5,568.22,-86.8
1.3890,1,416.710,560.01,558.7,558.30,-60.5,565.6,565.14,-51.6
1.4522,1,412.548,555.85,552.2,553.06,-70.6,559.3,559.67,-80.1
1.5173,1,408.565,551.87,547.7,547.99,-74.1,554.9,554.83,-75.3
1.5844,1,404.534,547.83,544.2,543.77,-68.7,551.5,551.25,-56.8
1.6472,1,400.446,543.75,544.7,542.73,-44.8,552.0,551.32,-9.7
1.7122,1,397.403,540.70,536.7,537.94,-58.6,544.2,545.12,-80.8
1.7821,1,392.283,535.58,534.2,534.07,-57.0,541.7,541.43,-56.7
1.8432,1,389.279,532.58,527.2,528.51,-71.8,534.9,535.37,-90.7
1.9082,1,385.285,528.59,524.2,524.06,-70.2,531.9,531.57,-63.8
1.9749,1,381.387,524.69,523.7,522.10,-50.9,531.4,530.86,-19.1
2.0382,1,377.128,520.43,517.7,518.16,-56.0,525.6,526.18,-64.0
2.1043,1,373.092,516.39,511.7,512.74,-68.2,519.7,519.98,-88.9
2.1683,1,369.147,512.45,510.7,509.81,-58.0,518.7,518.01,-41.0
2.2332,1,365.067,508.37,506.2,506.14,-57.3,514.2,514.40,-53.2
2.3008,1,360.969,504.27,501.2,501.59,-62.2,509.3,509.51,-69.4
2.3643,1,357.997,501.30,499.2,498.62,-55.2,507.3,506.99,-45.1
2.4292,1,353.912,497.21,495.7,495.45,-52.1,503.9,503.90,-47.2
2.4967,1,349.901,493.20,492.2,492.10,-50.9,500.4,500.46,-50.5
2.5594,1,345.840,489.14,485.7,486.90,-65.7,494.0,494.49,-86.9
2.6271,1,341.806,485.11,483.2,482.93,-62.2,491.5,491.10,-55.5
2.6904,1,337.762,481.06,480.2,479.75,-56.6,488.5,488.39,-45.2
2.7543,1,333.627,476.93,475.7,475.86,-58.6,484.1,484.28,-60.9
2.8229,1,329.592,472.89,471.2,471.42,-61.7,479.6,479.66,-66.3
2.8855,1,325.468,468.77,468.2,467.97,-58.7,476.6,476.44,-54.2
2.9503,1,321.504,464.80,462.2,462.91,-68.1,470.6,470.98,-79.2
3.0180,1,317.543,460.84,455.7,456.61,-80.7,464.2,464.37,-94.8
3.0803,1,314.473,457.77,455.2,453.88,-63.3,463.7,462.87,-37.6
3.1454,1,310.458,453.76,448.2,448.77,-70.8,456.7,457.24,-78.2
3.2220,1,305.381,448.68,445.7,444.95,-59.2,454.2,453.87,-47.4
3.2763,1,302.330,445.63,442.2,442.02,-57.0,450.7,450.82,-53.9
3.3440,1,298.412,441.71,438.7,438.51,-54.4,447.2,447.21,-53.4
3.4064,1,294.275,437.58,433.2,433.89,-63.7,441.7,442.05,-77.0
3.4713,1,290.158,433.46,430.7,430.37,-59.1,439.2,438.90,-53.4
3.5400,1,286.207,429.51,429.2,428.23,-44.5,437.7,437.38,-26.6
3.6024,1,282.043,425.34,424.2,424.65,-50.7,432.7,433.18,-59.6
3.6673,1,278.039,421.34,420.2,420.61,-56.5,428.7,428.80,-66.2
3.7366,1,274.046,417.35,417.2,417.03,-53.9,425.7,425.51,-50.1
3.7973,1,270.911,414.21,409.2,410.83,-76.7,417.7,418.46,-102.8
3.8623,1,266.874,410.17,409.2,407.95,-60.2,417.7,416.83,-38.2
3.9340,1,262.865,406.17,403.2,403.35,-62.4,411.7,411.98,-63.9
3.9924,1,258.877,402.18,400.7,400.33,-57.6,409.2,409.01,-53.7
4.0594,1,254.798,398.10,396.7,396.62,-56.5,405.2,405.19,-56.5
4.1234,1,250.625,393.93,394.7,394.10,-48.1,403.1,402.91,-39.4
4.1883,1,246.642,389.94,386.7,388.19,-69.4,395.1,395.89,-96.5
4.2545,1,242.773,386.07,381.7,382.39,-78.7,390.1,390.01,-89.9
4.3184,1,239.687,382.99,379.2,378.54,-69.7,387.6,387.09,-53.6
4.3832,1,235.490,378.79,378.7,377.05,-46.7,387.1,386.57,-15.7
4.4522,1,231.516,374.82,372.7,373.11,-52.1,381.1,381.65,-63.4
4.5144,1,227.491,370.79,368.7,369.13,-57.7,377.0,377.14,-70.8
4.5787,1,223.424,366.72,362.2,363.36,-73.2,370.5,370.82,-93.5
4.6538,1,218.376,361.68,360.7,359.77,-59.2,369.0,368.39,-38.8
4.7093,1,215.366,358.67,354.2,355.08,-69.8,362.5,363.15,-80.8
4.7762,1,211.310,354.61,352.2,351.56,-61.1,360.5,360.08,-51.3
4.8394,1,207.203,350.50,350.2,349.30,-48.9,358.5,358.21,-33.6
4.9043,1,203.170,346.47,345.2,345.53,-53.5,353.4,353.81,-62.0
4.9702,1,199.182,342.48,341.2,341.48,-57.5,349.4,349.46,-65.4
5.0354,1,196.157,339.46,337.7,337.71,-57.6,345.9,345.79,-57.7
5.0992,1,191.967,335.27,335.7,335.11,-49.3,343.9,343.62,-38.3
5.1675,1,188.052,331.35,328.2,329.39,-67.3,336.4,336.99,-88.5
5.2303,1,183.872,327.17,324.7,324.87,-69.6,332.8,332.62,-73.0
5.2954,1,179.954,323.25,321.2,320.90,-65.3,329.3,329.11,-57.2
5.3645,1,175.921,319.22,317.7,317.26,-58.6,325.8,325.73,-50.2
5.4253,1,171.902,315.20,313.7,313.70,-58.6,321.8,321.94,-59.8
5.4923,1,167.837,311.14,308.7,309.06,-64.1,316.8,316.95,-72.2
5.5563,1,163.667,306.97,305.2,305.12,-62.9,313.3,313.13,-61.8
5.6213,1,159.661,302.96,301.7,301.47,-59.4,309.8,309.67,-54.7
5.6884,1,155.608,298.91,298.2,297.96,-55.7,306.3,306.22,-51.9
5.7517,1,152.637,295.94,292.2,292.96,-67.4,300.3,300.66,-81.4
5.8162,1,148.514,291.81,289.2,289.00,-64.3,297.2,296.98,-61.3
5.8840,1,144.552,287.85,286.2,285.70,-56.0,294.2,294.05,-45.9
5.9473,1,140.471,283.77,282.2,282.19,-55.7,290.2,290.38,-55.8
6.0113,1,136.456,279.76,278.7,278.67,-55.3,286.7,286.76,-56.5
6.0835,1,132.412,275.71,276.7,276.09,-44.2,284.7,284.49,-34.5
6.1423,1,128.257,271.56,272.2,272.64,-51.1,280.3,280.62,-58.9
6.2095,1,124.271,267.57,266.7,267.51,-65.0,274.8,275.02,-79.6
6.2724,1,121.249,264.55,261.7,262.27,-74.4,269.8,269.81,-82.3
6.3373,1,117.177,260.48,257.2,257.28,-75.7,265.3,265.17,-73.4
6.4032,1,113.199,256.50,254.7,253.93,-62.3,262.8,262.44,-46.6
6.4684,1,109.042,252.34,252.2,251.45,-49.3,260.3,260.18,-36.7
6.5332,1,105.038,248.34,248.2,248.22,-49.6,256.3,256.54,-52.8
6.6007,1,100.999,244.30,244.2,244.41,-53.4,252.3,252.44,-59.6
6.6633,1,96.924,240.22,239.7,240.14,-61.1,247.9,248.01,-68.7
6.7282,1,92.984,236.28,235.7,235.85,-63.8,243.9,243.85,-64.8
6.7980,1,88.850,232.15,229.7,230.21,-73.6,238.0,238.14,-79.6
6.8593,1,84.795,228.10,226.2,226.03,-70.7,234.5,234.29,-66.0
6.9252,1,80.758,224.06,221.7,221.60,-68.8,230.0,230.02,-65.0
6.9893,1,77.735,221.04,220.2,219.26,-51.2,228.6,228.15,-35.5
7.0543,1,73.640,216.94,214.7,215.10,-58.4,223.1,223.52,-65.3
7.1200,1,69.709,213.01,211.7,211.56,-55.8,220.2,220.02,-55.1
7.1843,1,65.564,208.86,207.7,207.79,-57.4,216.2,216.25,-58.0
7.2492,1,61.499,204.80,204.2,204.16,-56.6,212.8,212.72,-55.0
7.3160,1,57.509,200.81,201.2,200.95,-51.7,209.8,209.70,-46.8
7.3803,1,53.424,196.72,195.7,196.29,-63.1,204.4,204.74,-71.8
7.4452,1,49.531,192.83,191.2,191.50,-69.1,200.0,199.99,-72.9
7.5189,1,45.351,188.65,187.7,187.35,-61.3,196.5,196.31,-52.6
7.5753,1,41.269,184.57,182.2,182.76,-71.2,191.2,191.54,-76.9
7.6440,1,37.246,180.55,177.2,177.39,-75.3,186.3,186.26,-76.9
7.7053,1,34.328,177.63,172.7,172.72,-75.8,181.9,181.82,-73.3
7.7726,1,30.250,173.55,170.7,169.81,-56.7,179.9,179.49,-40.5
7.8362,1,26.141,169.44,165.2,165.52,-62.8,174.6,174.91,-66.3
7.9013,1,22.008,165.31,162.2,161.97,-58.1,171.6,171.49,-54.9
7.9653,1,18.032,161.33,158.2,158.22,-58.4,167.7,167.78,-57.4
8.0341,1,14.088,157.39,155.2,154.92,-52.2,164.8,164.70,-46.6
8.0963,1,9.857,153.16,151.7,151.69,-52.0,161.4,161.50,-50.6
8.1647,1,5.920,149.22,149.7,149.26,-42.2,159.5,159.31,-34.8
8.2264,1,2.846,146.15,144.2,144.94,-57.5,154.2,154.65,-67.5
8.2914,1,-1.120,142.18,141.2,141.20,-57.5,151.3,151.14,-56.3
8.3598,1,-6.236,137.06,135.7,136.14,-67.4,146.0,146.16,-70.3
8.4225,1,-9.261,134.04,132.7,132.47,-62.5,143.1,142.89,-55.6
8.4874,1,-13.350,129.95,128.2,128.26,-63.8,138.8,138.85,-61.2
8.5544,1,-17.282,126.02,124.7,124.50,-59.2,135.4,135.32,-53.9
8.6175,1,-21.523,121.78,120.2,120.37,-62.8,131.1,131.23,-62.9
8.6824,1,-25.542,117.76,116.7,116.58,-60.1,127.8,127.66,-56.2
8.7492,1,-29.375,113.93,111.2,111.58,-69.0,122.5,122.70,-71.5
