,z
2026-06-11T11:22:36.421,0.24996541209358553
2026-06-11T11:22:36.422,0.24996541209358553
2026-06-11T11:22:36.423,0.24996541209358553
2026-06-11T11:22:36.424,0.24996541209358553
2026-06-11T11:22:36.425,0.24996541209358553
2026-06-11T11:22:36.426,0.24996541209358553
2026-06-11T11:22:36.427,0.24996541209358553
2026-06-11T11:22:36.428,0.24996541209358553
2026-06-11T11:22:36.429,0.24998988446626652
2026-06-11T11:22:36.430,0.24998988446626652
2026-06-11T11:22:36.431,0.24998988446626652
2026-06-11T11:22:36.432,0.24998988446626652
2026-06-11T11:22:36.433,0.24998988446626652
2026-06-11T11:22:36.434,0.24998988446626652
2026-06-11T11:22:36.435,0.24998988446626652
2026-06-11T11:22:36.436,0.24998988446626652
2026-06-11T11:22:36.437,0.2500649242757622
2026-06-11T11:22:36.438,0.2500649242757622
2026-06-11T11:22:36.439,0.2500649242757622
2026-06-11T11:22:36.440,0.2500649242757622
2026-06-11T11:22:36.441,0.2500649242757622
2026-06-11T11:22:36.442,0.2500649242757622
2026-06-11T11:22:36.443,0.2500649242757622
2026-06-11T11:22:36.444,0.2500649242757622
2026-06-11T11:22:36.445,0.25016686828498447
2026-06-11T11:22:36.446,0.25016686828498447
2026-06-11T11:22:36.447,0.25016686828498447
2026-06-11T11:22:36.448,0.25016686828498447
2026-06-11T11:22:36.449,0.25016686828498447
2026-06-11T11:22:36.450,0.25016686828498447
2026-06-11T11:22:36.451,0.25016686828498447
2026-06-11T11:22:36.452,0.25016686828498447
2026-06-11T11:22:36.453,0.2502997852983765
2026-06-11T11:22:36.454,0.2502997852983765
2026-06-11T11:22:36.455,0.2502997852983765
2026-06-11T11:22:36.456,0.2502997852983765
2026-06-11T11:22:36.457,0.2502997852983765
2026-06-11T11:22:36.458,0.2502997852983765
2026-06-11T11:22:36.459,0.2502997852983765
2026-06-11T11:22:36.460,0.2502997852983765
2026-06-11T11:22:36.461,0.2504241785481653
2026-06-11T11:22:36.462,0.2504241785481653
2026-06-11T11:22:36.463,0.2504241785481653
2026-06-11T11:22:36.464,0.2504241785481653
2026-06-11T11:22:36.465,0.2504241785481653
2026-06-11T11:22:36.466,0.2504241785481653
2026-06-11T11:22:36.467,0.2504241785481653
2026-06-11T11:22:36.468,0.2504241785481653
2026-06-11T11:22:36.469,0.25063565962170337
2026-06-11T11:22:36.470,0.25063565962170337
2026-06-11T11:22:36.471,0.25063565962170337
2026-06-11T11:22:36.472,0.25063565962170337
2026-06-11T11:22:36.473,0.25063565962170337
2026-06-11T11:22:36.474,0.25063565962170337
2026-06-11T11:22:36.475,0.25063565962170337
2026-06-11T11:22:36.476,0.25063565962170337
2026-06-11T11:22:36.477,0.2508716221854881
2026-06-11T11:22:36.478,0.2508716221854881
2026-06-11T11:22:36.479,0.2508716221854881
2026-06-11T11:22:36.480,0.2508716221854881
2026-06-11T11:22:36.481,0.2508716221854881
2026-06-11T11:22:36.482,0.2508716221854881
2026-06-11T11:22:36.483,0.2508716221854881
2026-06-11T11:22:36.484,0.2508716221854881
2026-06-11T11:22:36.485,0.2508716221854881
2026-06-11T11:22:36.486,0.2511143759452915
2026-06-11T11:22:36.487,0.2511143759452915
2026-06-11T11:22:36.488,0.2511143759452915
2026-06-11T11:22:36.489,0.2511143759452915
2026-06-11T11:22:36.490,0.2511143759452915
2026-06-11T11:22:36.491,0.2511143759452915
2026-06-11T11:22:36.492,0.2511143759452915
2026-06-11T11:22:36.493,0.25140494790350254
2026-06-11T11:22:36.494,0.25140494790350254
2026-06-11T11:22:36.495,0.25140494790350254
2026-06-11T11:22:36.496,0.25140494790350254
2026-06-11T11:22:36.497,0.25140494790350254
2026-06-11T11:22:36.498,0.25140494790350254
2026-06-11T11:22:36.499,0.25140494790350254
2026-06-11T11:22:36.500,0.25140494790350254
2026-06-11T11:22:36.501,0.25176891233035786
2026-06-11T11:22:36.502,0.25176891233035786
2026-06-11T11:22:36.503,0.25176891233035786
2026-06-11T11:22:36.504,0.25176891233035786
2026-06-11T11:22:36.505,0.25176891233035786
2026-06-11T11:22:36.506,0.25176891233035786
2026-06-11T11:22:36.507,0.25176891233035786
2026-06-11T11:22:36.508,0.25176891233035786
2026-06-11T11:22:36.509,0.25176891233035786
2026-06-11T11:22:36.510,0.25176891233035786
2026-06-11T11:22:36.511,0.2521159109162887
2026-06-11T11:22:36.512,0.2521159109162887
2026-06-11T11:22:36.513,0.2521159109162887
2026-06-11T11:22:36.514,0.2521159109162887
2026-06-11T11:22:36.515,0.2521159109162887
2026-06-11T11:22:36.516,0.2521159109162887
2026-06-11T11:22:36.517,0.2521159109162887
2026-06-11T11:22:36.518,0.25251490297933
2026-06-11T11:22:36.519,0.25251490297933
2026-06-11T11:22:36.520,0.25251490297933
2026-06-11T11:22:36.521,0.25251490297933
2026-06-11T11:22:36.522,0.25251490297933
2026-06-11T11:22:36.523,0.25251490297933
2026-06-11T11:22:36.524,0.25251490297933
2026-06-11T11:22:36.525,0.2529659315198562
2026-06-11T11:22:36.526,0.2529659315198562
2026-06-11T11:22:36.527,0.2529659315198562
2026-06-11T11:22:36.528,0.2529659315198562
2026-06-11T11:22:36.529,0.2529659315198562
2026-06-11T11:22:36.530,0.2529659315198562
2026-06-11T11:22:36.531,0.2529659315198562
2026-06-11T11:22:36.532,0.2529659315198562
2026-06-11T11:22:36.533,0.25345086814382745
2026-06-11T11:22:36.534,0.25345086814382745
2026-06-11T11:22:36.535,0.25345086814382745
2026-06-11T11:22:36.536,0.25345086814382745
2026-06-11T11:22:36.537,0.25345086814382745
2026-06-11T11:22:36.538,0.25345086814382745
2026-06-11T11:22:36.539,0.25345086814382745
2026-06-11T11:22:36.540,0.25345086814382745
2026-06-11T11:22:36.541,0.25396121388803616
2026-06-11T11:22:36.542,0.25396121388803616
2026-06-11T11:22:36.543,0.25396121388803616
2026-06-11T11:22:36.546,0.25396121388803616
2026-06-11T11:22:36.547,0.25396121388803616
2026-06-11T11:22:36.548,0.25396121388803616
2026-06-11T11:22:36.549,0.25451088597397725
2026-06-11T11:22:36.550,0.25451088597397725
2026-06-11T11:22:36.551,0.25451088597397725
2026-06-11T11:22:36.552,0.25451088597397725
2026-06-11T11:22:36.553,0.25451088597397725
2026-06-11T11:22:36.554,0.25451088597397725
2026-06-11T11:22:36.555,0.25451088597397725
2026-06-11T11:22:36.556,0.25451088597397725
2026-06-11T11:22:36.557,0.25505608798665946
2026-06-11T11:22:36.558,0.25505608798665946
2026-06-11T11:22:36.559,0.25505608798665946
2026-06-11T11:22:36.560,0.25505608798665946
2026-06-11T11:22:36.561,0.25505608798665946
2026-06-11T11:22:36.562,0.25505608798665946
2026-06-11T11:22:36.563,0.25505608798665946
2026-06-11T11:22:36.564,0.25505608798665946
2026-06-11T11:22:36.565,0.255627900382549
2026-06-11T11:22:36.566,0.255627900382549
