time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned UNFITTED (using wood),filt_learned UNFITTED (using wood),vel_learned UNFITTED (using wood)
0.3396,1,474.957,618.26,610.7,610.70,0.0,615.6,615.61,0.0
0.4153,1,473.381,616.68,614.2,614.20,46.2,619.1,619.11,46.2
0.4668,1,471.570,614.87,610.2,611.64,-2.4,615.1,616.23,-25.5
0.5316,1,468.254,611.55,611.7,611.63,-1.2,616.6,616.32,-3.2
0.5957,1,465.263,608.56,604.7,607.11,-32.2,609.8,610.75,-72.0
0.6607,1,461.073,604.37,602.2,603.37,-43.4,607.4,607.23,-57.2
0.7269,1,457.075,600.38,595.7,597.62,-62.7,601.2,601.54,-81.3
0.7907,1,453.191,596.49,590.7,591.92,-74.1,596.4,596.42,-80.4
0.8567,1,448.964,592.26,589.2,588.32,-65.5,595.0,594.44,-38.2
0.9251,1,445.008,588.31,583.7,583.76,-66.1,589.7,590.01,-60.9
0.9867,1,440.872,584.17,578.7,579.10,-70.0,584.9,585.12,-75.7
1.0516,1,436.924,580.22,576.2,575.54,-63.3,582.5,582.17,-50.6
1.1211,1,432.880,576.18,569.7,570.25,-69.3,576.2,576.56,-76.6
1.1817,1,428.816,572.12,568.7,567.63,-58.6,575.3,574.73,-39.6
1.2493,1,424.750,568.05,567.7,566.14,-41.7,574.3,573.99,-15.2
1.3117,1,421.693,564.99,562.2,562.74,-47.2,569.0,569.61,-59.8
1.3778,1,417.656,560.96,560.2,559.98,-44.8,567.0,566.84,-44.8
1.4439,1,413.582,556.88,554.7,555.60,-54.5,561.7,562.02,-68.4
1.5078,1,409.639,552.94,549.7,550.65,-64.6,556.8,556.97,-77.2
1.5727,1,405.514,548.81,548.2,547.52,-57.2,555.4,554.88,-39.8
1.6398,1,401.489,544.79,541.2,542.14,-67.9,548.6,549.07,-79.3
1.7027,1,397.411,540.71,539.2,538.68,-62.2,546.6,546.23,-51.6
1.7687,1,393.381,536.68,534.2,534.35,-63.9,541.7,541.88,-63.5
1.8381,1,389.374,532.67,529.2,529.46,-67.0,536.8,536.92,-70.4
1.8988,1,385.280,528.58,524.7,524.97,-70.0,532.4,532.46,-72.8
1.9660,1,381.345,524.64,519.7,519.91,-72.5,527.5,527.53,-73.4
2.0288,1,378.222,521.52,516.2,515.88,-68.8,524.1,523.90,-60.6
2.0937,1,374.050,517.35,516.2,514.40,-47.3,524.1,523.48,-15.7
2.1604,1,370.199,513.50,511.2,511.22,-47.5,519.2,519.62,-51.1
2.2238,1,366.150,509.45,501.2,503.90,-78.2,509.3,510.38,-128.6
2.2896,1,361.942,505.24,501.2,500.16,-68.2,509.3,508.24,-48.1
2.3561,1,358.000,501.30,496.2,495.97,-65.8,504.4,504.46,-55.5
2.4197,1,353.885,497.19,490.2,490.83,-72.3,498.4,498.81,-82.8
2.4847,1,349.883,493.18,490.7,488.91,-53.3,498.9,498.13,-22.8
2.5554,1,345.952,489.25,483.2,483.95,-61.4,491.5,492.15,-76.3
2.6147,1,342.694,485.99,481.2,480.84,-57.7,489.5,489.21,-55.3
