time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned UNFITTED (using wood),filt_learned UNFITTED (using wood),vel_learned UNFITTED (using wood)
0.3121,1,475.000,618.30,614.2,614.20,0.0,619.1,619.11,0.0
0.3798,1,474.311,617.61,611.2,611.20,-44.3,616.1,616.11,-44.3
0.4430,1,472.877,616.18,612.2,611.55,-14.5,617.1,616.62,-2.8
0.5079,1,470.081,613.38,611.2,611.04,-11.3,616.1,616.16,-6.4
0.5740,1,466.218,609.52,602.2,604.91,-48.9,607.4,608.61,-96.7
0.6380,1,462.259,605.56,599.2,600.32,-59.2,604.6,604.24,-73.3
0.7037,1,458.023,601.32,596.7,596.59,-58.1,602.2,601.78,-43.4
0.7731,1,454.117,597.42,594.7,593.88,-49.2,600.3,600.07,-27.3
0.8330,1,450.050,593.35,590.2,590.50,-52.2,596.0,596.36,-54.7
0.8997,1,445.945,589.25,584.7,585.61,-61.8,590.7,590.97,-76.8
0.9641,1,441.991,585.29,582.7,582.28,-57.4,588.8,588.35,-46.9
1.0290,1,438.914,582.21,580.2,579.56,-50.4,586.4,586.20,-35.5
1.0950,1,434.848,578.15,577.2,576.83,-46.3,583.5,583.52,-39.7
1.1590,1,430.790,574.09,570.2,571.62,-61.9,576.7,577.35,-86.4
1.2239,1,426.876,570.18,565.2,566.14,-72.1,571.9,571.86,-84.9
1.2910,1,422.608,565.91,563.2,562.48,-64.0,569.9,569.42,-44.0
1.3550,1,418.779,562.08,557.7,557.96,-66.9,564.6,564.91,-65.7
1.4199,1,414.567,557.87,552.2,552.75,-73.1,559.3,559.48,-80.7
1.4897,1,410.601,553.90,551.2,549.90,-57.4,558.3,557.72,-32.9
1.5500,1,406.577,549.88,545.7,546.00,-60.5,553.0,553.40,-63.6
1.6165,1,402.442,545.74,545.2,543.98,-46.3,552.5,552.00,-27.8
1.6801,1,398.457,541.76,537.7,538.99,-60.8,545.1,545.92,-83.4
1.7450,1,395.474,538.77,534.2,534.52,-64.5,541.7,541.55,-70.1
1.8118,1,391.294,534.59,529.7,529.89,-66.8,537.3,537.26,-65.1
1.8760,1,387.244,530.54,527.2,526.60,-59.7,534.9,534.61,-45.5
1.9409,1,383.356,526.66,522.2,522.39,-62.0,530.0,530.22,-63.8
2.0081,1,379.274,522.57,518.2,518.21,-62.2,526.0,526.03,-62.6
2.0710,1,375.118,518.42,518.7,517.04,-42.4,526.5,525.85,-13.8
2.1368,1,371.093,514.39,513.7,513.91,-44.8,521.6,522.10,-50.0
2.2027,1,367.137,510.44,507.2,508.60,-61.7,515.2,515.74,-88.9
2.2670,1,363.031,506.33,501.7,502.83,-74.7,509.8,509.83,-91.3
2.3324,1,358.939,502.24,498.7,498.41,-71.3,506.8,506.41,-58.9
2.3971,1,355.888,499.19,495.2,494.67,-65.1,503.4,503.26,-50.3
2.4620,1,351.948,495.25,494.2,492.80,-48.2,502.4,502.04,-24.2
2.5288,1,347.877,491.18,487.7,488.41,-56.6,496.0,496.59,-72.6
2.5920,1,343.809,487.11,481.2,482.57,-72.8,489.5,489.90,-99.7
2.6569,1,339.772,483.07,479.2,478.68,-66.8,487.5,486.94,-54.8
2.7242,1,335.681,478.98,475.7,475.14,-59.9,484.1,483.95,-46.0
2.7880,1,331.617,474.92,472.7,472.18,-53.7,481.1,481.08,-45.2
2.8538,1,327.483,470.78,465.7,466.79,-67.2,474.1,474.70,-88.5
2.9181,1,323.523,466.82,463.2,462.93,-63.9,471.6,471.25,-59.8
2.9830,1,319.522,462.82,459.2,459.05,-61.9,467.7,467.62,-56.6
3.0487,1,316.404,459.70,456.7,456.07,-53.9,465.2,464.99,-42.7
3.1131,1,312.422,455.72,451.2,451.71,-60.4,459.7,460.07,-70.6
3.1790,1,308.472,451.77,448.2,448.03,-58.2,456.7,456.51,-56.6
3.2449,1,304.348,447.65,442.7,443.23,-65.3,451.2,451.43,-73.7
3.3090,1,300.385,443.69,440.2,439.78,-59.8,448.7,448.41,-51.8
3.3740,1,296.301,439.60,436.2,436.09,-58.4,444.7,444.76,-55.4
3.4407,1,292.200,435.50,432.7,432.52,-55.9,441.2,441.20,-53.8
3.5041,1,288.241,431.54,428.7,428.80,-57.3,437.2,437.30,-60.0
3.5709,1,284.115,427.42,424.2,424.47,-61.1,432.7,432.80,-66.3
3.6341,1,280.109,423.41,419.7,420.02,-65.5,428.2,428.27,-70.6
3.7000,1,277.067,420.37,414.7,415.05,-70.5,423.2,423.26,-75.2
3.7666,1,272.968,416.27,412.7,411.90,-58.7,421.2,420.78,-43.2
3.8301,1,268.922,412.22,409.2,408.84,-53.6,417.7,417.74,-47.1
3.8950,1,264.907,408.21,402.7,403.62,-67.1,411.2,411.69,-85.4
3.9613,1,260.819,404.12,399.2,399.19,-66.9,407.7,407.43,-67.7
4.0250,1,256.874,400.17,393.2,393.80,-75.7,401.6,401.86,-83.8
4.0909,1,252.678,395.98,390.2,389.73,-68.5,398.6,398.30,-58.9
4.1586,1,248.647,391.95,388.7,387.51,-49.7,397.1,396.74,-28.6
4.2211,1,244.750,388.05,382.2,382.99,-60.9,390.6,391.27,-76.4
4.2873,1,240.645,383.95,378.2,378.46,-64.8,386.6,386.53,-72.3
4.3511,1,237.562,380.86,375.2,374.90,-60.3,383.6,383.32,-54.3
4.4160,1,233.495,376.80,372.7,372.12,-51.4,381.1,380.87,-40.5
4.4824,1,229.490,372.79,366.2,367.03,-64.5,374.5,375.04,-80.1
4.5461,1,225.424,368.72,364.7,364.09,-55.3,373.0,372.56,-46.5
4.6120,1,221.471,364.77,357.7,358.61,-69.8,366.0,366.49,-84.6
4.6796,1,217.375,360.68,355.2,354.77,-62.9,363.5,363.10,-55.4
4.7420,1,213.357,356.66,353.2,352.40,-50.5,361.5,361.18,-35.4
4.8070,1,209.177,352.48,348.2,348.51,-55.4,356.4,356.80,-62.0
4.8761,1,205.270,348.57,346.7,346.06,-44.5,354.9,354.61,-36.0
4.9370,1,201.181,344.48,340.7,341.61,-58.6,348.9,349.47,-74.7
5.0033,1,198.242,341.54,336.7,337.04,-64.1,344.9,344.84,-70.7
5.0671,1,193.977,337.28,332.7,332.78,-65.4,340.9,340.79,-64.7
5.1330,1,190.062,333.36,328.2,328.29,-66.9,336.4,336.38,-66.6
5.2004,1,185.907,329.21,326.2,325.44,-53.5,334.3,334.00,-40.1
5.2630,1,181.997,325.30,318.7,319.82,-72.0,326.8,327.54,-91.4
5.3280,1,177.873,321.17,316.2,315.84,-66.3,324.3,323.91,-61.8
5.3940,1,173.906,317.21,312.7,312.30,-59.5,320.8,320.66,-51.3
5.4580,1,169.843,313.14,310.2,309.64,-50.2,318.3,318.15,-41.3
5.5240,1,165.737,309.04,304.2,304.88,-62.0,312.3,312.72,-75.6
5.5931,1,161.717,305.02,301.2,301.02,-58.6,309.3,309.03,-56.6
5.6540,1,157.681,300.98,297.7,297.62,-57.2,305.8,305.73,-54.7
5.7201,1,154.594,297.89,292.2,292.72,-66.5,300.3,300.52,-75.0
5.7841,1,150.542,293.84,289.2,288.97,-62.3,297.2,297.02,-58.3
5.8490,1,146.547,289.85,285.7,285.45,-57.9,293.7,293.67,-52.7
5.9161,1,142.479,285.78,282.7,282.35,-51.3,290.7,290.66,-46.1
5.9790,1,138.506,281.81,277.2,277.81,-62.4,285.2,285.63,-73.7
6.0449,1,134.352,277.65,276.2,275.43,-47.8,284.2,283.75,-35.9
6.1117,1,130.335,273.63,270.2,270.82,-59.7,278.3,278.69,-69.4
6.1750,1,126.333,269.63,266.7,266.81,-61.7,274.8,274.69,-64.4
6.2409,1,122.177,265.48,263.7,263.41,-56.1,271.8,271.58,-50.0
6.3069,1,118.195,261.50,258.2,258.66,-65.0,266.3,266.57,-71.7
