frame_index,reference_timestamp,elapsed_s,tcp_z_m,sensor_z_m,real_valid_zones,sim_valid_zones,paired_valid_zones,mae_mm,bias_mm,no_return_iou
119,2026-06-28T15:41:55.961,11.687995910644531,0.3670957597257337,0.27703879792314046,61,63,60,25.883333333333333,13.816666666666666,0.0
120,2026-06-28T15:41:56.063,11.790000915527344,0.3671164698561665,0.27705950805357327,58,63,58,22.775862068965516,13.741379310344827,0.16666666666666666
121,2026-06-28T15:41:56.160,11.887001037597656,0.36705860492087206,0.2770016431182788,59,63,59,23.016949152542374,12.983050847457626,0.2
122,2026-06-28T15:41:56.258,11.985000610351562,0.36708397234396406,0.2770270105413708,59,64,59,23.10169491525424,12.661016949152541,0.0
123,2026-06-28T15:41:56.359,12.08599853515625,0.36806722067101594,0.2780102588684227,61,63,60,24.866666666666667,12.566666666666666,0.0
124,2026-06-28T15:41:56.454,12.180999755859375,0.37344579987202875,0.2833888380694355,60,64,60,25.116666666666667,12.083333333333334,0.0
125,2026-06-28T15:41:56.551,12.277999877929688,0.38335118320765293,0.2932942214050597,61,64,61,25.131147540983605,9.950819672131148,0.0
126,2026-06-28T15:41:56.651,12.377998352050781,0.3927559641196975,0.3026990023171042,63,64,63,25.841269841269842,12.825396825396826,0.0
127,2026-06-28T15:41:56.749,12.475997924804688,0.3967674057966647,0.30671044399407144,62,64,62,27.741935483870968,17.129032258064516,0.0
128,2026-06-28T15:41:56.848,12.574996948242188,0.3970214377968681,0.30696447599427484,63,64,63,26.841269841269842,15.857142857142858,0.0
129,2026-06-28T15:41:56.946,12.672996520996094,0.39704980625988,0.30699284445728675,63,64,63,26.095238095238095,14.285714285714286,0.0
130,2026-06-28T15:41:57.044,12.77099609375,0.3971050068711213,0.30704804506852806,63,64,63,27.11111111111111,16.285714285714285,0.0
131,2026-06-28T15:41:57.142,12.868995666503906,0.39715634061516725,0.307099378812574,63,63,62,25.161290322580644,17.419354838709676,0.0
132,2026-06-28T15:41:57.241,12.967994689941406,0.39714811319389287,0.3070911513912996,62,63,61,26.40983606557377,17.42622950819672,0.0
133,2026-06-28T15:41:57.380,13.10699462890625,0.39715263587807875,0.3070956740754855,61,64,61,27.360655737704917,17.42622950819672,0.0
134,2026-06-28T15:41:57.471,13.197998046875,0.39711451476011206,0.3070575529575188,62,63,61,27.262295081967213,17.0327868852459,0.0
135,2026-06-28T15:41:57.569,13.295997619628906,0.39713409102102853,0.3070771292184353,64,64,64,25.984375,14.328125,1.0
136,2026-06-28T15:41:57.652,13.378997802734375,0.397139892092,0.30708293028940675,63,63,62,24.758064516129032,16.048387096774192,0.0
137,2026-06-28T15:41:57.741,13.467994689941406,0.3971552097044959,0.30709824790190265,63,64,63,24.253968253968253,14.222222222222221,0.0
138,2026-06-28T15:41:57.850,13.576995849609375,0.3971353692254136,0.30707840742282033,61,63,60,25.783333333333335,18.783333333333335,0.0
139,2026-06-28T15:41:57.950,13.676994323730469,0.3971651258722184,0.30710816406962516,63,63,62,26.20967741935484,18.241935483870968,0.0
140,2026-06-28T15:41:58.040,13.766998291015625,0.3971516632760766,0.30709470147348333,62,63,61,27.098360655737704,20.37704918032787,0.0
141,2026-06-28T15:41:58.136,13.862998962402344,0.39712612231138006,0.3070691605087868,63,64,63,25.253968253968253,15.412698412698413,0.0
142,2026-06-28T15:41:58.232,13.958999633789062,0.39713419309074494,0.3070772312881517,63,63,62,25.677419354838708,16.741935483870968,0.0
143,2026-06-28T15:41:58.328,14.055000305175781,0.397236348229956,0.30717938642736276,62,63,61,25.75409836065574,18.081967213114755,0.0
144,2026-06-28T15:41:58.430,14.156997680664062,0.4005018348644604,0.31044487306186713,62,64,62,25.774193548387096,18.096774193548388,0.0
145,2026-06-28T15:41:58.525,14.251998901367188,0.40867614088165,0.31861917907905674,63,64,63,26.92063492063492,17.3015873015873,0.0
146,2026-06-28T15:41:58.622,14.3489990234375,0.4193363345182049,0.32927937271561164,61,64,61,27.065573770491802,20.081967213114755,0.0
147,2026-06-28T15:41:58.716,14.443000793457031,0.4255143219213662,0.3354573601187729,61,64,61,27.885245901639344,20.016393442622952,0.0
148,2026-06-28T15:41:58.815,14.541999816894531,0.42721722190346495,0.3371602601008717,62,64,62,28.419354838709676,21.032258064516128,0.0
149,2026-06-28T15:41:58.913,14.639999389648438,0.4271806107677742,0.33712364896518093,63,64,63,28.857142857142858,19.873015873015873,0.0
150,2026-06-28T15:41:59.023,14.75,0.4271028325075098,0.33704587070491654,64,63,63,29.11111111111111,21.07936507936508,0.0
151,2026-06-28T15:41:59.110,14.836997985839844,0.42710097173819134,0.3370440099355981,62,64,62,29.483870967741936,21.774193548387096,0.0
152,2026-06-28T15:41:59.209,14.935997009277344,0.42707175602130054,0.3370147942187073,63,63,62,27.741935483870968,20.0,0.0
153,2026-06-28T15:41:59.307,15.03399658203125,0.4270719486524455,0.33701498684985226,62,64,62,28.258064516129032,20.419354838709676,0.0
154,2026-06-28T15:41:59.405,15.131996154785156,0.4270508362264809,0.3369938744238876,62,64,62,28.129032258064516,20.483870967741936,0.0
155,2026-06-28T15:41:59.541,15.267997741699219,0.42707081876111175,0.3370138569585185,63,63,62,28.774193548387096,20.419354838709676,0.0
156,2026-06-28T15:41:59.642,15.368995666503906,0.4270754862725552,0.33701852446996194,61,64,61,27.852459016393443,20.475409836065573,0.0
157,2026-06-28T15:41:59.747,15.4739990234375,0.42705809419430096,0.3370011323917077,63,64,63,29.49206349206349,22.03174603174603,0.0
158,2026-06-28T15:41:59.835,15.561996459960938,0.42710568952759204,0.3370487277249988,62,64,62,28.580645161290324,21.06451612903226,0.0
159,2026-06-28T15:41:59.931,15.657997131347656,0.4270608981434323,0.337003936340839,62,63,61,26.688524590163933,20.065573770491802,0.0
160,2026-06-28T15:42:00.069,15.795997619628906,0.4270650214017054,0.3370080595991121,62,64,62,28.612903225806452,21.806451612903224,0.0
161,2026-06-28T15:42:00.100,15.826995849609375,0.4270765219062168,0.33701956010362355,62,64,62,27.274193548387096,19.983870967741936,0.0
162,2026-06-28T15:42:00.192,15.918998718261719,0.4270685564639334,0.3370115946613401,62,63,61,29.37704918032787,22.721311475409838,0.0
163,2026-06-28T15:42:00.290,16.016998291015625,0.4270569618025933,0.337,62,63,61,26.950819672131146,20.721311475409838,0.0
164,2026-06-28T15:42:00.390,16.11699676513672,0.4279603118946934,0.33790335009210015,62,64,62,27.322580645161292,20.387096774193548,0.0
165,2026-06-28T15:42:00.487,16.21399688720703,0.43328778046807426,0.343230818665481,63,64,63,28.19047619047619,20.063492063492063,0.0
166,2026-06-28T15:42:00.585,16.311996459960938,0.4442439181331639,0.3541869563305706,64,64,64,27.125,20.0,1.0
167,2026-06-28T15:42:00.683,16.409996032714844,0.45287998633482657,0.3628230245322333,64,63,63,28.46031746031746,23.22222222222222,0.0
168,2026-06-28T15:42:00.783,16.509994506835938,0.45687725060053347,0.3668202887979402,64,64,64,29.453125,22.328125,1.0
169,2026-06-28T15:42:00.923,16.649993896484375,0.45714150972850626,0.367084547925913,64,63,63,28.88888888888889,25.07936507936508,0.0
170,2026-06-28T15:42:01.031,16.75799560546875,0.457116815570507,0.3670598537679137,64,64,64,28.21875,23.5625,1.0
171,2026-06-28T15:42:01.129,16.855995178222656,0.45713865532899484,0.3670816935264016,64,64,64,27.828125,23.390625,1.0
172,2026-06-28T15:42:01.220,16.946998596191406,0.4571427450569821,0.36708578325438884,62,63,61,28.19672131147541,26.229508196721312,0.0
173,2026-06-28T15:42:01.302,17.02899932861328,0.4571145531122629,0.36705759130966964,63,63,62,28.612903225806452,26.483870967741936,0.0
174,2026-06-28T15:42:01.410,17.137001037597656,0.457142817111021,0.36708585530842774,62,63,61,28.37704918032787,25.78688524590164,0.0
175,2026-06-28T15:42:01.504,17.230995178222656,0.4571186840709622,0.3670617222683689,64,62,62,30.096774193548388,26.806451612903224,0.0
176,2026-06-28T15:42:01.594,17.320999145507812,0.45711756763529043,0.3670606058326972,64,64,64,27.84375,23.09375,1.0
177,2026-06-28T15:42:01.685,17.41199493408203,0.45716109291927426,0.367104131116681,62,64,62,30.870967741935484,26.677419354838708,0.0
178,2026-06-28T15:42:01.774,17.500999450683594,0.45713478343072733,0.36707782162813407,64,64,64,30.109375,25.765625,1.0
179,2026-06-28T15:42:01.866,17.592994689941406,0.45712529730627677,0.3670683355036835,64,63,63,27.333333333333332,23.523809523809526,0.0
180,2026-06-28T15:42:01.969,17.695999145507812,0.4571137102485557,0.3670567484459624,64,63,63,29.825396825396826,26.142857142857142,0.0
181,2026-06-28T15:42:02.068,17.794998168945312,0.4571359709655439,0.36707900916295066,64,62,62,28.741935483870968,26.93548387096774,0.0
182,2026-06-28T15:42:02.161,17.88800048828125,0.4571309982351367,0.36707403643254344,64,64,64,30.53125,24.9375,1.0
183,2026-06-28T15:42:02.260,17.98699951171875,0.45710202229620867,0.3670450604936154,64,63,63,28.174603174603174,23.50793650793651,0.0
184,2026-06-28T15:42:02.357,18.083999633789062,0.45715176933230656,0.3670948075297133,64,64,64,28.3125,23.875,1.0
185,2026-06-28T15:42:02.454,18.180999755859375,0.46014909325345565,0.3700921314508624,63,64,63,29.03174603174603,24.206349206349206,0.0
186,2026-06-28T15:42:02.553,18.279998779296875,0.46861907701331307,0.3785621152107198,63,64,63,30.523809523809526,24.11111111111111,0.0
187,2026-06-28T15:42:02.651,18.37799835205078,0.4793445809232427,0.38928761912064946,64,64,64,30.40625,23.28125,1.0
188,2026-06-28T15:42:02.750,18.47699737548828,0.48545384770927424,0.395396885906681,64,63,63,31.476190476190474,26.523809523809526,0.0
189,2026-06-28T15:42:02.848,18.574996948242188,0.4870567439120217,0.39699978210942843,64,63,63,30.952380952380953,26.825396825396826,0.0
190,2026-06-28T15:42:02.947,18.673995971679688,0.4870635576874859,0.3970065958848926,64,64,64,31.78125,25.28125,1.0
191,2026-06-28T15:42:03.045,18.771995544433594,0.48704824392470825,0.396991282122115,64,64,64,31.9375,24.8125,1.0
192,2026-06-28T15:42:03.144,18.870994567871094,0.4870575928488904,0.3970006310462971,64,63,63,31.333333333333332,27.3015873015873,0.0
193,2026-06-28T15:42:03.283,19.009994506835938,0.48708966525257424,0.397032703449981,64,63,63,30.142857142857142,26.428571428571427,0.0
194,2026-06-28T15:42:03.384,19.111000061035156,0.487085096368836,0.39702813456624275,64,64,64,30.1875,24.78125,1.0
195,2026-06-28T15:42:03.461,19.18799591064453,0.4870445328398942,0.3969875710373009,64,64,64,31.296875,24.671875,1.0
196,2026-06-28T15:42:03.553,19.279998779296875,0.48703658305017355,0.3969796212475803,64,63,63,30.41269841269841,24.825396825396826,0.0
