time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned,filt_learned,vel_learned
0.3020,1,475.010,618.31,633.2,633.20,0.0,629.6,629.55,0.0
0.3684,1,474.490,617.79,636.7,636.70,52.6,633.1,633.05,52.6
0.4338,1,472.747,616.05,633.7,634.75,2.0,630.1,630.83,-17.2
0.4981,1,470.066,613.37,633.2,633.70,-6.8,629.6,629.58,-19.1
0.5592,1,467.354,610.65,632.7,632.91,-9.4,629.1,628.95,-12.0
0.6257,1,463.162,606.46,624.7,627.52,-42.2,621.1,622.06,-89.2
0.6903,1,459.121,602.42,628.7,627.00,-26.9,625.1,623.76,6.3
0.7552,1,455.168,598.47,618.7,621.43,-52.9,615.1,616.40,-93.1
0.8214,1,451.019,594.32,613.2,615.25,-70.7,609.6,609.73,-99.4
0.8852,1,447.001,590.30,613.7,612.42,-59.8,610.1,609.13,-25.5
0.9502,1,442.891,586.19,607.7,608.05,-62.9,604.2,604.70,-60.9
1.0179,1,438.902,582.20,600.7,601.96,-74.6,597.3,597.78,-96.1
1.0803,1,435.905,579.20,598.2,597.82,-71.3,594.9,594.38,-62.2
1.1451,1,431.914,575.21,593.2,593.20,-71.3,589.9,589.98,-66.9
1.2214,1,426.769,570.07,587.7,587.72,-71.5,584.5,584.53,-71.0
1.2752,1,423.718,567.02,585.7,584.91,-64.8,582.5,582.17,-51.0
1.3426,1,419.700,563.00,584.2,582.71,-50.3,581.0,580.71,-26.0
1.4063,1,415.677,558.98,581.2,580.50,-43.7,578.1,578.20,-36.9
1.4712,1,411.634,554.93,575.2,576.20,-53.4,572.1,572.65,-77.3
1.5384,1,407.560,550.86,571.2,571.76,-59.1,568.1,568.05,-69.8
1.6012,1,403.512,546.81,570.2,569.32,-50.5,567.2,566.62,-31.5
1.6662,1,400.533,543.83,559.2,561.95,-78.1,556.2,557.46,-122.5
1.7347,1,395.414,538.71,559.2,558.10,-68.1,556.2,555.27,-45.3
1.7963,1,392.439,535.74,552.7,553.21,-72.7,549.8,550.21,-74.9
1.8622,1,388.295,531.60,548.7,548.58,-71.6,545.8,545.73,-69.1
1.9319,1,384.247,527.55,544.7,544.27,-67.2,541.8,541.71,-59.3
1.9923,1,380.279,523.58,548.7,545.17,-34.3,545.8,544.56,25.5
2.0583,1,376.176,519.48,537.2,539.82,-54.9,534.4,536.06,-103.9
2.1222,1,372.187,515.49,541.2,538.99,-37.5,538.3,537.01,-6.3
2.1872,1,368.036,511.34,529.2,532.46,-63.4,526.4,527.89,-117.6
2.2540,1,364.007,507.31,527.7,527.94,-65.2,524.9,524.22,-64.9
2.3173,1,360.064,503.36,518.2,520.72,-84.1,515.4,516.14,-116.2
2.3833,1,357.013,500.31,517.7,516.56,-75.7,514.9,514.01,-46.0
2.4504,1,352.824,496.12,516.7,514.42,-58.0,513.9,513.51,-13.4
2.5132,1,348.857,492.16,509.2,509.92,-63.2,506.4,507.40,-81.7
2.5782,1,344.786,488.09,504.2,504.92,-68.6,501.5,501.55,-88.7
2.6672,1,339.894,483.19,503.2,501.57,-52.8,500.5,499.85,-21.5
2.7082,1,336.763,480.06,498.7,499.05,-54.9,496.0,496.71,-55.0
2.7742,1,332.561,475.86,496.2,495.85,-52.3,493.5,493.41,-50.8
2.8383,1,328.627,471.93,490.2,491.21,-60.2,487.5,487.86,-80.0
2.9042,1,324.520,467.82,486.2,486.65,-63.9,483.5,483.33,-70.6
2.9714,1,320.474,463.77,484.2,483.42,-57.4,481.5,481.06,-39.5
3.0343,1,317.449,460.75,482.7,481.44,-47.3,480.0,479.74,-24.3
3.0991,1,313.419,456.72,475.2,476.57,-58.6,472.4,473.29,-86.8
3.1674,1,309.350,452.65,471.2,471.77,-63.5,468.4,468.30,-75.2
3.2292,1,305.432,448.73,470.7,469.47,-53.4,467.9,467.27,-27.9
3.2952,1,301.242,444.54,464.7,465.23,-57.9,461.9,462.43,-66.0
3.3637,1,297.259,440.56,463.2,462.40,-50.7,460.4,460.09,-38.8
3.4251,1,293.335,436.64,456.7,457.81,-60.1,453.9,454.52,-80.5
3.4906,1,289.217,432.52,450.2,451.74,-73.8,447.4,447.67,-100.6
3.5553,1,285.244,428.54,449.2,448.26,-65.5,446.4,445.63,-43.5
3.6202,1,282.136,425.44,445.2,444.70,-61.0,442.4,442.45,-48.0
3.6892,1,277.005,420.31,439.2,439.72,-66.0,436.4,436.74,-77.7
3.7502,1,273.984,417.28,437.7,436.85,-58.4,434.9,434.41,-46.1
3.8162,1,269.928,413.23,431.2,431.94,-65.3,428.3,428.78,-79.0
3.8826,1,265.909,409.21,429.7,428.85,-57.2,426.8,426.37,-43.1
3.9462,1,261.982,405.28,424.2,424.62,-61.1,421.3,421.67,-68.4
4.0115,1,257.797,401.10,420.7,420.67,-60.8,417.8,417.72,-61.8
4.0838,1,253.789,397.09,417.7,417.16,-55.1,414.8,414.61,-45.4
4.1413,1,249.713,393.01,413.2,413.53,-58.1,410.3,410.58,-64.4
4.2077,1,245.607,388.91,407.2,408.19,-68.1,404.3,404.55,-86.6
4.2713,1,241.691,384.99,401.7,402.57,-76.8,398.7,398.79,-89.9
4.3372,1,238.715,382.01,402.2,400.35,-57.6,399.2,398.33,-20.5
4.4049,1,234.491,377.79,396.2,396.30,-58.6,393.2,393.73,-60.7
4.4673,1,230.550,373.85,391.7,392.08,-62.4,388.7,388.90,-74.4
4.5322,1,226.411,369.71,389.2,388.73,-57.6,386.2,385.88,-51.2
4.5997,1,222.459,365.76,385.2,385.06,-56.2,382.2,382.21,-53.9
4.6623,1,218.426,361.73,381.7,381.64,-55.5,378.7,378.69,-55.8
4.7283,1,214.255,357.56,376.2,376.89,-62.9,373.1,373.41,-76.1
4.7923,1,210.301,353.60,374.7,373.98,-55.3,371.6,371.18,-42.2
4.8584,1,206.131,349.43,369.2,369.64,-60.0,366.1,366.45,-66.9
4.9249,1,202.107,345.41,364.7,365.06,-64.1,361.6,361.66,-71.1
4.9883,1,199.167,342.47,360.7,360.81,-65.3,357.6,357.53,-66.3
5.0533,1,195.091,338.39,356.2,356.34,-66.9,353.1,353.10,-67.8
5.1223,1,191.039,334.34,354.2,353.29,-56.0,351.1,350.72,-39.3
5.1834,1,187.002,330.30,345.2,347.02,-76.1,342.0,343.05,-108.4
5.2484,1,182.912,326.21,347.7,345.45,-52.1,344.6,343.30,-14.9
5.3207,1,178.923,322.22,341.2,341.39,-54.1,338.0,338.56,-59.4
5.3793,1,174.929,318.23,337.7,337.91,-56.2,334.5,334.62,-65.5
5.4455,1,170.787,314.09,333.2,333.59,-60.4,330.0,330.05,-68.4
5.5095,1,166.787,310.09,332.2,331.23,-50.0,329.0,328.51,-32.0
5.5743,1,163.757,307.06,325.2,326.28,-61.8,322.0,322.65,-80.4
5.6421,1,158.599,301.90,322.7,322.47,-59.2,319.5,319.18,-55.6
5.7044,1,155.599,298.90,316.7,317.52,-68.1,313.5,313.83,-80.1
5.7703,1,151.655,294.96,314.7,314.06,-60.8,311.5,311.06,-48.2
5.8387,1,147.521,290.82,309.7,309.78,-61.7,306.5,306.65,-62.1
5.9004,1,143.548,286.85,306.2,306.11,-60.7,303.0,302.95,-60.4
5.9674,1,139.480,282.78,303.7,303.08,-53.3,300.5,300.25,-43.4
6.0370,1,135.421,278.72,298.2,298.62,-58.6,295.0,295.27,-67.6
6.0954,1,131.407,274.71,296.2,295.81,-54.2,293.0,292.69,-49.3
6.1638,1,127.203,270.50,288.7,289.94,-69.7,285.5,286.00,-90.9
6.2266,1,123.211,266.51,288.7,287.50,-55.7,285.5,284.68,-34.1
6.2914,1,120.242,263.54,280.7,281.91,-70.1,277.5,278.22,-88.5
6.3580,1,116.126,259.43,281.2,279.72,-52.2,278.0,277.18,-27.1
6.4213,1,112.201,255.50,273.7,274.76,-64.2,270.5,271.25,-81.6
6.4863,1,108.242,251.54,273.2,272.21,-52.5,270.0,269.41,-37.4
6.5556,1,104.036,247.34,270.7,269.93,-42.9,267.5,267.41,-30.0
6.6164,1,99.947,243.25,265.7,266.33,-50.1,262.5,263.01,-63.9
6.6813,1,95.844,239.14,259.7,260.96,-65.4,256.5,256.88,-89.3
6.7464,1,91.853,235.15,257.2,257.01,-63.2,254.0,253.61,-56.8
6.8123,1,87.945,231.25,253.2,253.07,-61.6,250.1,250.03,-54.7
6.8811,1,83.853,227.15,249.7,249.39,-57.6,246.6,246.53,-51.4
6.9424,1,80.798,224.10,245.2,245.45,-60.6,242.1,242.30,-65.6
7.0073,1,76.695,220.00,243.7,242.90,-50.4,240.6,240.23,-37.6
7.0740,1,72.581,215.88,236.7,237.71,-63.8,233.6,234.22,-81.8
7.1374,1,68.638,211.94,235.7,234.95,-54.3,232.7,232.10,-42.2
7.2033,1,64.567,207.87,227.7,229.02,-71.8,224.7,225.37,-92.4
7.2874,1,59.610,202.91,224.7,224.17,-63.4,221.7,221.33,-50.7
7.3333,1,56.537,199.84,220.7,220.93,-65.8,217.8,218.04,-64.5
7.3992,1,52.324,195.62,215.7,216.03,-70.1,212.8,212.95,-75.4
7.4634,1,48.379,191.68,212.7,212.28,-64.5,209.8,209.58,-56.6
7.5283,1,45.395,188.69,209.2,208.80,-59.1,206.4,206.30,-51.5
7.5956,1,40.331,183.63,206.2,205.72,-52.5,203.4,203.32,-45.4
7.6584,1,37.283,180.58,203.7,203.24,-46.3,200.9,200.85,-40.4
7.7243,1,33.231,176.53,197.2,198.25,-61.0,194.5,195.03,-80.6
7.7907,1,29.049,172.35,193.7,193.87,-63.5,191.0,190.85,-65.8
7.8544,1,25.176,168.48,189.7,189.75,-64.1,187.1,187.03,-61.0
7.9193,1,21.126,164.43,183.2,184.03,-76.0,180.7,181.03,-87.1
7.9915,1,17.006,160.31,181.2,180.34,-62.5,178.7,178.21,-44.9
8.0493,1,12.950,156.25,177.2,177.03,-60.2,174.8,174.91,-54.3
8.1211,1,8.874,152.17,173.2,173.04,-57.6,170.8,170.85,-56.3
8.1795,1,5.018,148.32,167.7,168.42,-67.5,165.4,165.79,-80.1
8.2455,1,1.941,145.24,164.2,164.12,-66.3,162.0,161.77,-64.0
8.3143,1,-3.238,140.06,158.7,158.98,-70.7,156.6,156.69,-72.4
8.3753,1,-6.320,136.98,155.7,155.34,-65.4,153.6,153.42,-57.3
8.4403,1,-10.199,133.10,151.7,151.49,-62.2,149.7,149.71,-57.1
8.5101,1,-14.278,129.02,146.7,146.84,-64.6,144.8,144.94,-66.9
8.5704,1,-18.398,124.90,143.7,143.44,-60.7,141.9,141.72,-56.1
8.6363,1,-22.575,120.73,139.2,139.28,-62.0,137.5,137.56,-62.1
8.7004,1,-26.465,116.84,134.7,134.90,-65.2,133.1,133.15,-67.5
8.7664,1,-30.413,112.89,129.7,129.99,-70.1,128.2,128.27,-73.0
8.8325,1,-34.628,108.67,125.7,125.59,-68.2,124.3,124.18,-63.7
8.8964,1,-37.652,105.65,122.2,121.88,-62.9,120.9,120.77,-55.2
8.9613,1,-41.599,101.70,117.7,117.73,-63.5,116.5,116.61,-62.6
9.0287,1,-45.668,97.63,112.7,112.94,-67.7,111.6,111.75,-70.7
9.0914,1,-49.710,93.59,109.2,109.03,-64.9,108.2,108.10,-60.5
9.1563,1,-53.792,89.51,104.7,104.74,-65.6,103.9,103.92,-63.8
9.2308,1,-57.851,85.45,100.7,100.46,-60.7,100.0,99.90,-55.1
