time_s,phase,robot_z_mm,truth_mm,raw_kalman,filt_kalman,vel_kalman,raw_learned UNFITTED (using wood),filt_learned UNFITTED (using wood),vel_learned UNFITTED (using wood)
0.3165,1,475.024,618.32,613.7,613.70,0.0,618.6,618.61,0.0
0.3845,1,474.325,617.62,613.7,613.70,0.0,618.6,618.61,0.0
0.4435,1,472.915,616.21,614.7,614.52,8.0,619.6,619.47,11.1
0.5085,1,470.024,613.32,614.7,614.79,6.1,619.6,619.70,4.8
0.5757,1,466.207,609.51,611.2,612.52,-12.6,616.1,616.66,-37.5
0.6386,1,462.314,605.61,607.2,608.92,-32.4,612.2,612.51,-60.7
0.7053,1,458.061,601.36,603.2,604.59,-47.8,608.4,608.39,-61.6
0.7696,1,454.157,597.46,600.7,601.02,-51.2,606.0,605.76,-44.5
0.8346,1,451.112,594.41,592.2,594.31,-75.0,597.9,598.60,-99.0
0.9006,1,446.996,590.30,588.7,588.97,-77.7,594.5,594.17,-72.4
0.9646,1,442.983,586.28,590.2,587.74,-51.7,596.0,595.00,-2.2
1.0295,1,438.942,582.24,583.7,583.99,-54.4,589.7,590.47,-58.2
1.0970,1,434.853,578.15,581.2,580.85,-50.8,587.3,587.21,-49.8
1.1596,1,430.840,574.14,576.2,576.79,-56.7,582.5,582.75,-67.3
1.2256,1,426.786,570.09,572.7,572.84,-58.2,579.1,579.01,-58.4
1.2925,1,422.653,565.95,565.7,566.96,-71.7,572.4,572.75,-88.0
1.3556,1,418.816,562.12,559.7,560.80,-82.9,566.6,566.65,-95.1
1.4213,1,414.590,557.89,558.2,557.08,-71.0,565.1,564.43,-43.9
1.4857,1,411.583,554.88,558.7,556.27,-45.1,565.6,565.00,-0.4
1.5506,1,407.583,550.88,549.2,550.95,-61.7,556.4,557.62,-94.3
1.6188,1,403.445,546.75,546.2,546.42,-63.8,553.4,553.13,-70.0
1.6806,1,399.490,542.79,542.7,542.61,-62.9,550.0,549.83,-56.6
1.7466,1,395.504,538.80,539.7,539.20,-57.9,547.1,546.96,-45.7
1.8138,1,391.309,534.61,537.2,536.46,-50.2,544.7,544.55,-37.3
1.8766,1,387.275,530.58,531.7,532.35,-56.7,539.3,539.73,-69.5
1.9415,1,383.254,526.55,526.7,527.48,-64.8,534.4,534.51,-78.6
2.0098,1,379.281,522.58,525.2,524.38,-55.8,532.9,532.40,-37.9
2.0716,1,375.140,518.44,520.2,520.49,-58.8,528.0,528.33,-60.4
2.1399,1,371.141,514.44,516.2,516.30,-60.0,524.1,524.10,-61.8
2.2026,1,368.173,511.47,511.7,512.03,-63.5,519.7,519.74,-68.0
2.2676,1,364.081,507.38,506.2,506.86,-70.8,514.2,514.40,-79.9
2.3337,1,359.949,503.25,502.7,502.50,-68.6,510.8,510.55,-61.7
2.3976,1,355.926,499.23,499.7,499.09,-61.7,507.8,507.64,-48.4
2.4625,1,351.999,495.30,495.7,495.46,-59.0,503.9,503.97,-55.2
2.5304,1,347.886,491.19,493.7,492.87,-49.1,501.9,501.67,-37.1
2.5926,1,343.846,487.15,487.2,488.21,-60.6,495.5,496.07,-79.9
2.6585,1,339.704,483.00,483.7,483.89,-62.9,492.0,491.83,-66.9
2.7259,1,335.740,479.04,483.2,481.90,-46.8,491.5,490.92,-21.7
2.7886,1,331.637,474.94,474.7,476.35,-65.7,483.1,484.07,-92.9
2.8557,1,328.470,471.77,471.7,471.79,-66.8,480.1,479.78,-68.5
2.9187,1,324.534,467.83,469.2,468.58,-59.7,477.6,477.28,-45.0
2.9836,1,320.521,463.82,462.2,463.15,-70.8,470.6,471.19,-85.5
3.0515,1,316.447,459.75,460.7,459.84,-60.1,469.2,468.64,-44.8
3.1137,1,312.477,455.78,455.7,455.85,-61.9,464.2,464.44,-63.2
3.1796,1,308.362,451.66,449.7,450.46,-71.4,458.2,458.49,-85.8
3.2470,1,304.379,447.68,448.2,447.28,-59.6,456.7,456.14,-42.7
3.3096,1,300.421,443.72,444.7,444.27,-54.4,453.2,453.25,-45.6
3.3745,1,296.293,439.59,437.7,438.82,-68.5,446.2,446.81,-90.0
3.4441,1,292.226,435.53,436.2,435.44,-58.4,444.7,444.16,-45.3
3.5046,1,289.206,432.51,431.2,431.47,-61.7,439.7,439.99,-64.1
3.5723,1,285.119,428.42,428.7,428.20,-55.0,437.2,437.00,-47.2
3.6357,1,281.045,424.35,425.2,425.02,-52.7,433.7,433.76,-50.4
3.7006,1,277.101,420.40,420.7,421.02,-57.0,429.2,429.40,-64.3
3.7669,1,273.003,416.30,416.2,416.57,-62.0,424.7,424.76,-69.0
3.8306,1,268.929,412.23,415.2,414.27,-49.6,423.7,423.20,-32.5
3.8955,1,264.823,408.12,408.2,409.22,-63.5,416.7,417.33,-80.6
3.9649,1,260.864,404.16,405.2,405.07,-61.6,413.7,413.42,-59.8
4.0266,1,256.917,400.22,401.7,401.54,-59.5,410.2,410.10,-55.0
4.0915,1,253.784,397.08,396.7,397.05,-64.3,405.2,405.36,-70.0
4.1613,1,248.653,391.95,390.7,391.32,-73.7,399.1,399.31,-84.3
4.2216,1,245.700,389.00,389.2,388.36,-62.3,397.6,397.07,-46.8
4.2894,1,241.665,384.97,384.2,384.18,-61.9,392.6,392.78,-60.8
4.3516,1,237.607,380.91,379.7,379.92,-65.1,388.1,388.23,-70.8
4.4166,1,233.515,376.81,376.2,376.03,-62.5,384.6,384.44,-60.5
4.4853,1,229.515,372.81,372.7,372.38,-57.5,381.1,380.95,-52.1
4.5466,1,225.486,368.79,369.2,369.08,-55.7,377.5,377.58,-54.4
4.6125,1,221.384,364.68,363.2,363.94,-67.2,371.5,371.87,-81.4
4.6798,1,217.439,360.74,361.7,360.95,-55.3,370.0,369.50,-42.3
4.7426,1,213.414,356.71,356.2,356.64,-62.0,364.5,364.84,-68.3
4.8075,1,210.268,353.57,351.7,352.01,-66.8,360.0,360.03,-73.2
4.8744,1,206.237,349.54,346.7,346.97,-71.3,354.9,354.96,-75.3
4.9376,1,202.191,345.49,345.7,344.62,-54.1,353.9,353.36,-34.5
5.0048,1,198.115,341.42,342.2,341.79,-47.5,350.4,350.50,-41.3
5.0686,1,194.037,337.34,337.7,338.06,-53.2,345.9,346.19,-62.9
5.1336,1,190.055,333.36,334.2,334.33,-55.3,342.4,342.34,-59.9
5.2004,1,185.938,329.24,328.2,328.98,-68.6,336.4,336.63,-81.4
5.2636,1,182.033,325.33,325.2,325.02,-65.6,333.3,333.06,-61.0
5.3285,1,177.808,321.11,321.2,321.06,-63.2,329.3,329.29,-58.5
5.3976,1,173.930,317.23,316.7,316.70,-63.1,324.8,324.87,-63.3
5.4586,1,170.864,314.16,313.2,313.08,-61.2,321.3,321.25,-60.1
5.5258,1,166.710,310.01,311.7,310.84,-45.9,319.8,319.44,-32.1
5.5897,1,162.693,305.99,303.7,305.08,-69.2,311.8,312.62,-93.4
5.6546,1,158.628,301.93,304.2,302.94,-49.8,312.3,311.43,-31.0
5.7221,1,154.589,297.89,296.2,297.35,-67.7,304.3,304.96,-86.0
5.7846,1,150.576,293.88,294.7,294.14,-59.6,302.8,302.27,-51.2
5.8496,1,146.507,289.81,289.2,289.56,-65.1,297.2,297.50,-69.7
5.9172,1,142.503,285.80,285.7,285.52,-62.3,293.7,293.61,-59.3
5.9806,1,138.530,281.83,280.2,280.67,-69.5,288.2,288.49,-76.9
6.0456,1,135.456,278.76,278.2,277.52,-58.6,286.2,285.84,-46.9
6.1125,1,130.368,273.67,274.7,274.34,-52.7,282.7,282.74,-46.4
6.1756,1,127.282,270.58,271.7,271.47,-49.0,279.8,279.76,-47.1
6.2416,1,123.134,266.43,266.7,267.20,-57.3,274.8,275.03,-67.7
6.3057,1,119.185,262.49,263.7,263.64,-56.4,271.8,271.61,-56.0
6.3706,1,115.242,258.54,260.2,260.13,-55.2,268.3,268.23,-52.7
6.4395,1,111.153,254.45,254.2,254.86,-67.0,262.3,262.61,-77.5
6.5017,1,107.096,250.40,249.7,250.03,-72.5,257.8,257.81,-77.2
6.5666,1,102.901,246.20,247.7,246.93,-59.1,255.8,255.39,-44.1
6.6329,1,98.865,242.17,243.2,243.14,-58.1,251.4,251.51,-56.1
6.6966,1,94.958,238.26,239.7,239.62,-56.6,247.9,247.89,-56.8
6.7616,1,92.027,235.33,235.7,235.78,-58.0,243.9,243.95,-60.0
6.8303,1,86.914,230.21,231.7,231.73,-58.5,239.9,239.92,-58.7
6.8916,1,83.876,227.18,228.2,228.18,-58.1,236.5,236.45,-57.1
6.9590,1,79.661,222.96,223.7,223.87,-61.4,232.0,232.10,-63.5
7.0228,1,75.646,218.95,219.2,219.44,-65.8,227.6,227.63,-68.7
7.0877,1,71.763,215.06,214.7,214.84,-68.5,223.1,223.12,-69.3
7.1542,1,67.682,210.98,211.7,211.27,-60.2,220.2,219.92,-51.5
7.2178,1,63.606,206.91,207.7,207.62,-58.7,216.2,216.27,-56.3
7.2827,1,59.420,202.72,203.7,203.73,-59.4,212.3,212.32,-60.2
7.3499,1,55.447,198.75,199.7,199.71,-59.6,208.3,208.32,-59.6
7.4128,1,52.460,195.76,196.7,196.47,-55.2,205.4,205.26,-50.8
7.4787,1,48.527,191.83,192.7,192.74,-56.0,201.4,201.51,-55.8
7.5458,1,44.308,187.61,186.7,187.36,-70.0,195.6,195.87,-79.7
7.6087,1,40.306,183.61,183.7,183.47,-65.5,192.6,192.35,-60.3
7.6752,1,36.180,179.48,179.2,179.18,-65.0,188.2,188.24,-61.6
7.7388,1,32.268,175.57,175.2,175.15,-64.0,184.3,184.31,-61.7
7.8037,1,28.292,171.59,171.2,171.14,-62.7,180.4,180.39,-60.6
7.8701,1,24.057,167.36,167.2,167.14,-61.4,176.5,176.49,-59.1
7.9338,1,20.070,163.37,164.2,163.91,-55.3,173.6,173.45,-49.7
7.9997,1,15.995,159.30,159.2,159.51,-62.0,168.7,168.93,-65.5
8.0662,1,12.006,155.31,155.2,155.25,-63.2,164.8,164.80,-62.7
8.1298,1,8.879,152.18,151.2,151.21,-63.4,161.0,160.94,-61.1
8.1947,1,4.833,148.13,147.7,147.53,-59.5,157.6,157.48,-54.6
8.2653,1,0.880,144.18,144.2,143.97,-53.8,154.2,154.11,-48.6
8.3247,1,-3.098,140.20,139.7,140.02,-60.7,149.8,150.07,-63.9
8.3916,1,-7.345,135.96,135.2,135.41,-65.7,145.5,145.54,-67.1
8.4548,1,-11.332,131.97,131.7,131.57,-62.8,142.1,142.01,-58.0
8.5207,1,-15.341,127.96,127.2,127.26,-64.4,137.8,137.86,-62.1
8.5891,1,-19.372,123.93,123.2,123.11,-62.1,134.0,133.93,-58.3
8.6508,1,-23.509,119.79,118.7,118.86,-65.9,129.7,129.77,-65.6
8.7157,1,-26.507,116.79,115.7,115.39,-58.4,126.8,126.61,-51.6
8.7830,1,-30.427,112.87,111.2,111.27,-60.2,122.5,122.59,-58.4
8.8458,1,-34.560,108.74,107.2,107.28,-62.2,118.7,118.73,-61.0
8.9107,1,-38.708,104.59,102.7,102.85,-65.9,114.4,114.46,-64.9
8.9817,1,-42.635,100.67,99.2,98.95,-58.8,111.1,110.93,-51.7
9.0417,1,-46.651,96.65,95.2,95.26,-60.3,107.3,107.39,-57.5
9.1095,1,-50.823,92.48,91.2,91.19,-60.1,103.5,103.51,-57.2
9.1718,1,-54.781,88.52,88.2,88.00,-54.9,100.7,100.57,-49.1
9.2367,1,-58.823,84.48,82.7,83.16,-67.1,95.5,95.78,-69.7
9.3036,1,-62.948,80.35,79.7,79.44,-59.8,92.7,92.46,-52.7
9.3666,1,-65.973,77.33,75.7,75.69,-59.6,88.9,88.96,-55.0
9.4315,1,-69.864,73.44,73.2,72.84,-49.8,86.6,86.41,-42.0
9.4992,1,-74.021,69.28,67.7,68.14,-62.5,81.4,81.74,-64.9
9.5626,1,-78.145,65.16,63.7,63.82,-65.9,77.7,77.70,-63.9
9.6277,1,-82.183,61.12,58.7,58.91,-72.0,73.1,73.13,-69.2
9.6984,1,-86.071,57.23,54.7,54.50,-65.6,69.3,69.20,-57.3
9.7577,1,-90.209,53.09,49.7,49.95,-72.1,64.7,64.90,-69.4
9.8256,1,-94.275,49.03,46.2,45.92,-63.6,61.5,61.31,-55.3
9.8877,1,-98.200,45.10,42.2,42.14,-61.9,57.8,57.81,-56.1
9.9537,1,-102.422,40.88,37.2,37.41,-68.3,53.2,53.33,-66.0
10.0199,1,-106.396,36.90,33.7,33.50,-62.2,50.0,49.84,-54.8
10.0837,1,-109.345,33.96,29.7,29.66,-61.0,46.3,46.33,-55.0
10.1486,1,-113.416,29.88,25.2,25.32,-64.7,42.2,42.30,-60.9
10.2163,1,-117.643,25.66,22.2,21.91,-55.2,39.5,39.31,-46.7
10.2787,1,-121.540,21.76,18.2,18.27,-57.2,35.9,35.94,-52.6
